"Zip_Code","City","State","Population","No_Diploma","Vacancy","No_Job","Poverty","Med_Inc","Chg_Job","Chg_Biz","No_Diploma_Rank","Vacancy_Rank","No_Job_Rank","Poverty_Rank","Med_Inc_Rank","Chg_Job_Rank","Chg_Biz_Rank","Avg_Rank","DCI_Rank","DCI_Percentile"
"Z74442","Indianola","OK",836,18.7,13.9,40.8,11.3,103.1,-47.6,0,20240,21657,22457,10939,9918,23215,15722,17735.4285714286,21059,80.6
"Z74445","Morris","OK",3191,7.90000000000001,7.9,24.5,16.8,106.5,-4.3,2,8086,12684,9203,16994,8894,17815,12738,12344.8571428571,11997,45.9
"Z74446","Okay","OK",528,17.6,6.7,36.2,18.9,68.8,-7.7,0,19497,10092,19876,18853,22382,19171,15394,17895,21309,81.6
"Z74447","Okmulgee","OK",16919,12.8,16.8,43.4,24.8,68.5,-13.2,-1.40000000000001,14934,23680,23377,22421,22465,20573,17209,20665.5714285714,24430,93.5
"Z74450","Oktaha","OK",1946,15.2,7.6,30.6,11.7,91.8,NA,40,17474,12145,15558,11400,13980,NA,844,11900.1666666667,11254,43.1
"Z74451","Park Hill","OK",4407,7.8,11.9,36.4,14.7,91.7,-35.8,18.9,7925,19376,20050,14920,14030,22855,2801,14565.2857142857,15969,61.1
"Z74454","Porter","OK",3364,15.7,7.4,39.3,17,96.3,32.4,50,17944,11729,21730,17238,12301,2802,540,12040.5714285714,11497,44
"Z74455","Porum","OK",2943,25.7,11.2,47.7,24.6,63.5,NA,0,23756,18500,24374,22352,23611,NA,16125,21453,25030,95.8
"Z74462","Stigler","OK",7731,22.3,13.4,41.3,18.5,76.6,-3.5,5.59999999999999,22417,21189,22647,18544,20019,17507,9328,18807.2857142857,22505,86.1
"Z74464","Tahlequah","OK",31369,15.3,16.9,37.3,27.4,72.8,6.90000000000001,5.7,17579,23723,20649,23400,21249,11472,9194,18180.8571428571,21665,82.9
"Z74467","Wagoner","OK",14943,15.3,11.8,39.2,18.2,80.9,-13.4,3.59999999999999,17580,19305,21695,18294,18382,20605,11167,18146.8571428571,21624,82.8
"Z74469","Warner","OK",2426,15.3,12.2,35.1,20.4,87.8,12.8,7.09999999999999,17581,19811,19205,19966,15585,8143,8021,15473.1428571429,17444,66.8
"Z74470","Webbers Falls","OK",1694,20.2,11.4,45.2,22.4,89.6,18,7.7,21232,18773,23851,21280,14866,5897,7550,16207,18669,71.5
"Z74471","Welling","OK",1659,21.9,16.3,36.8,13.9,88.5,-18.9,7.7,22195,23458,20321,14050,15281,21484,7624,17773.2857142857,21124,80.9
"Z74472","Whitefield","OK",665,19.1,13.9,30.6,13.1,88,NA,-33.3,20528,21659,15598,13114,15482,NA,25753,18689,22324,85.5
"Z74501","Mcalester","OK",28589,14.2,12.1,36,18.6,98,-0.400000000000006,1.3,16549,19696,19787,18617,11630,15948,13440,16523.8571428571,19192,73.5
"Z74523","Antlers","OK",6038,18.9,15.4,37.8,29.2,68.6,4.5,12.7,20391,22851,20924,23923,22446,13014,4694,18320.4285714286,21856,83.7
"Z74525","Atoka","OK",9921,18.7,11.9,49.3,24.8,76,13.9,11.3,20241,19454,24631,22424,20202,7609,5337,17128.2857142857,20157,77.2
"Z74531","Calvin","OK",1035,14.7,20,37.3,15.6,82.3,NA,0,17025,24871,20651,15894,17804,NA,16004,18708.1666666667,22350,85.6
"Z74533","Caney","OK",727,13.4,7.7,38.7,18.2,74.7,-7.09999999999999,100,15656,12329,21417,18293,20624,18968,127,15344.8571428571,17241,66
"Z74536","Clayton","OK",1634,19.1,14.4,46.1,21,64.5,1.40000000000001,13.3,20529,22109,24044,20383,23426,14967,4490,18564,22147,84.8
"Z74538","Coalgate","OK",4156,15.3,14.2,32.8,21.3,85.6,7.5,2.90000000000001,17582,21910,17512,20549,16510,11081,11814,16708.2857142857,19505,74.7
"Z74546","Haileyville","OK",734,17.2,15.7,36.2,27.4,67.7,23.1,-12.5,19178,23059,19928,23396,22689,4499,23410,19451.2857142857,23269,89.1
"Z74547","Hartshorne","OK",3367,12.1,12.5,39.5,14.6,93.4,-37.5,-14.9,14077,20145,21859,14827,13398,22920,24037,18751.8571428571,22417,85.8
"Z74552","Kinta","OK",1066,15.7,12.9,42.1,24.9,70.9,-41.1,-25,17945,20598,22956,22457,21807,23054,25297,22016.2857142857,25373,97.1
"Z74553","Kiowa","OK",1111,14.9,17.1,34.1,17.9,77.9,9.2,0,17208,23820,18501,18029,19539,10066,14894,17436.7142857143,20629,79
"Z74554","Krebs","OK",1880,15.8,9.4,29.4,14.6,98.2,74.1,5.59999999999999,18025,15612,14471,14776,11539,767,9245,12062.1428571429,11525,44.1
"Z74555","Lane","OK",770,14.6,9.7,31.8,15.7,88.1,NA,-9.09999999999999,16927,16124,16663,15963,15448,NA,22362,17247.8333333333,20326,77.8
"Z74560","Pittsburg","OK",577,17.3,10.2,38.1,20.9,83.2,NA,0,19263,16979,21081,20305,17463,NA,15994,18514.1666666667,22088,84.5
"Z74561","Quinton","OK",2240,19.1,15,35.1,23.7,69.6,3.40000000000001,0,20530,22562,19214,21932,22158,13682,15070,19306.8571428571,23111,88.5
"Z74562","Rattan","OK",833,13.8,12.9,40,16.3,77.3,NA,12.5,16104,20587,22110,16585,19788,NA,4844,16669.6666666667,19444,74.4
"Z74563","Red Oak","OK",2345,14.4,10.9,36.9,10.9,107.3,NA,0,16752,18028,20374,10459,8650,NA,15852,15019.1666666667,16717,64
"Z74565","Savanna","OK",648,10.7,14.1,24.3,19.3,105.6,566.7,100,12321,21800,9008,19114,9161,21,112,10219.5714285714,8519,32.6
"Z74569","Stringtown","OK",930,19.9,21.3,70.6,6.7,89.1,4.3,16.7,21050,25205,25926,4959,15026,13122,3362,15521.4285714286,17517,67.1
"Z74570","Stuart","OK",1114,10.2,20.7,32.5,20,100.1,-35.4,-15.4,11605,25065,17266,19641,10893,22839,24140,18778.4285714286,22458,86
"Z74571","Talihina","OK",3475,17.5,18.3,45.8,23.4,70.3,NA,-24.5,19416,24333,23977,21810,21971,NA,25218,22787.5,25731,98.5
"Z74572","Tupelo","OK",737,24.2,17.3,33.3,29.3,70.7,NA,100,23215,23941,17922,23942,21869,NA,167,18509.3333333333,22082,84.5
"Z74574","Tuskahoma","OK",1090,15.7,10.8,48,18.4,65.5,50,0,17946,17892,24432,18462,23202,1424,14472,16832.8571428571,19690,75.4
"Z74578","Wilburton","OK",6262,17,11.4,38.3,19.9,81,-1.8,-3.09999999999999,19030,18756,21203,19586,18347,16631,18620,18881.8571428571,22596,86.5
"Z74601","Ponca City","OK",19991,16.2,16.1,32.1,22.6,80.8,13,-2.5,18354,23325,16941,21353,18424,8058,18089,17792,21150,81
"Z74604","Ponca City","OK",11977,7.40000000000001,10,28.2,8.6,115.4,19.5,7.90000000000001,7272,16559,13275,7421,6656,5447,7393,9146.14285714286,6775,25.9
"Z74630","Billings","OK",722,14,18.9,43.9,30.3,85.8,-40.2,0,16313,24535,23522,24170,16429,23024,15706,20528.4285714286,24309,93
"Z74631","Blackwell","OK",7597,17.2,16.8,27.6,21.4,86.4,-4.3,-7.59999999999999,19179,23690,12698,20608,16173,17828,21586,18823.1428571429,22520,86.2
"Z74632","Braman","OK",603,2.5,11.7,37.4,16.3,100,9.09999999999999,33.3,1008,19090,20681,16578,10927,10107,1155,11363.7142857143,10340,39.6
"Z74637","Fairfax","OK",1930,16.4,27.4,40.9,28.9,67.7,-34.9,-36.7,18541,25868,22518,23842,22694,22815,25852,23161.4285714286,25829,98.9
"Z74641","Kaw City","OK",653,15.2,11.4,35.5,17.8,85.3,-36,16.7,17475,18747,19468,17962,16628,22860,3397,16648.1428571429,19408,74.3
"Z74647","Newkirk","OK",3572,11.8,13.7,33.8,17.1,91.4,-0.700000000000003,15.5,13722,21442,18280,17308,14146,16107,3700,14957.8571428571,16585,63.5
"Z74650","Ralston","OK",635,13.4,22.5,36.4,20,75.3,NA,-54.5,15657,25393,20073,19657,20435,NA,26075,21215,24877,95.2
"Z74651","Red Rock","OK",799,8.2,11.8,27.8,14.1,103.8,-13.2,12.5,8572,19264,12888,14214,9709,20558,4812,12859.5714285714,12931,49.5
"Z74652","Shidler","OK",831,14.6,28.3,38.2,16.9,89.6,25.7,-5,16928,25919,21177,17143,14859,3866,20066,17136.8571428571,20164,77.2
"Z74653","Tonkawa","OK",3850,14.5,14,24.3,17.9,89.3,20.8,13.4,16837,21726,9005,18000,14968,5073,4439,12864,12941,49.5
"Z74701","Durant","OK",23864,15.5,13.4,31.1,20.6,79.5,11.5,1.59999999999999,17759,21168,16033,20078,18909,8815,13103,16552.1428571429,19240,73.6
"Z74720","Achille","OK",559,19.7,12.6,41.6,10.8,72.9,NA,100,20927,20293,22761,10324,21195,NA,164,15944,18237,69.8
"Z74723","Bennington","OK",1588,16.7,11.3,48,24,71.4,90.9,37.5,18780,18605,24434,22080,21676,546,928,15292.7142857143,17153,65.7
"Z74726","Bokchito","OK",2377,14.9,13.3,28.4,16.5,86.8,35.5,15.8,17209,21050,13506,16737,15976,2415,3602,12927.8571428571,13062,50
"Z74727","Boswell","OK",1828,20.5,13.8,38.6,25.5,57.6,-6.7,19,21423,21574,21384,22703,24572,18832,2782,19038.5714285714,22796,87.3
"Z74728","Broken Bow","OK",11292,19.2,9.8,38.5,23.9,74,5.90000000000001,10,20598,16325,21313,22023,20858,12084,6052,17036.1428571429,20022,76.6
"Z74729","Caddo","OK",3020,16.7,8.8,36.3,21.3,86.4,-24,7.7,18781,14495,19959,20564,16172,22029,7628,17089.7142857143,20091,76.9
"Z74730","Calera","OK",4612,12.6,8.5,26.3,11.9,98.3,5.90000000000001,0,14683,13897,11225,11627,11496,12053,14980,12851.5714285714,12920,49.5
"Z74731","Cartwright","OK",1784,31.7,7.4,49.4,18.7,57.5,28.6,16.7,25054,11781,24647,18704,24581,3364,3331,15923.1428571429,18198,69.7
"Z74733","Colbert","OK",3009,12.6,9.9,38,15.6,79.3,83.7,6.2,14684,16449,21019,15898,18966,628,8668,13758.8571428571,14545,55.7
"Z74734","Eagletown","OK",1247,15.6,8.8,43.4,26.1,63.2,0,10,17840,14486,23362,22960,23671,15783,6068,17738.5714285714,21062,80.6
"Z74735","Fort Towson","OK",1584,18.8,13.2,42.8,27.6,67.7,NA,37.5,20324,20958,23188,23467,22690,NA,952,18596.5,22187,84.9
"Z74736","Garvin","OK",1128,18.7,10.2,36.1,16.3,86.2,NA,-37.5,20242,16983,19838,16576,16247,NA,25881,19294.5,23098,88.4
"Z74738","Grant","OK",575,30.4,14.8,57.5,23,56.8,NA,-25,24851,22448,25495,21615,24670,NA,25363,24073.6666666667,26031,99.6
"Z74740","Haworth","OK",2040,22.6,12.5,38.5,21.8,75.3,30.2,30,22545,20193,21320,20898,20439,3073,1386,15693.4285714286,17805,68.2
"Z74741","Hendrix","OK",890,10.4,11.4,26.1,10.9,89.7,16.7,20,11901,18704,11021,10403,14802,6439,2550,10831.4285714286,9470,36.2
