Zip_Code,Housing_Units,Total_Vacant,For_rent,Rented_not_oc,For_sale,Sale_not_oc,Seasonal,Migrant_worker,Other_vacant
Z93631,5426,271,86,0,45,10,89,0,41
Z93635,12230,815,116,0,67,80,54,38,460
Z93636,4126,265,20,0,23,27,150,0,45
Z93637,12523,993,310,0,82,86,277,131,107
Z93638,12977,914,133,58,81,68,430,41,103
Z93640,3109,62,0,0,0,0,0,0,62
Z93643,1768,612,52,0,32,0,476,0,52
Z93644,4245,938,34,0,32,0,633,0,239
Z93646,2857,184,38,0,50,30,0,0,66
Z93647,2999,119,15,0,0,0,5,0,99
Z93648,4249,250,53,33,23,39,25,16,61
Z93650,1354,6,0,0,0,0,6,0,0
Z93651,767,137,9,0,26,15,0,0,87
Z93652,96,27,11,0,0,0,0,0,16
Z93654,9187,535,158,22,74,0,46,0,235
Z93656,1833,112,46,0,45,0,12,3,6
Z93657,11488,927,212,14,92,56,227,0,326
Z93660,1285,152,65,0,0,12,34,41,0
Z93662,9188,476,33,8,137,33,38,25,202
Z93664,2299,2032,87,0,81,0,1838,0,26
Z93665,223,31,31,0,0,0,0,0,0
Z93667,1053,156,7,0,0,0,0,0,149
Z93668,381,48,14,0,0,0,34,0,0
Z93669,256,112,45,0,0,0,67,0,0
Z93675,1420,274,0,0,84,0,36,0,154
Z93701,3790,752,455,48,42,0,0,0,207
Z93702,12961,946,455,31,56,37,6,0,361
Z93703,10834,1120,542,139,49,43,18,0,329
Z93704,11761,1048,475,86,131,54,88,0,214
Z93705,13013,790,351,81,66,17,62,0,213
Z93706,11695,1065,271,0,71,41,57,0,625
Z93710,12250,1049,453,145,29,43,63,0,316
Z93711,16795,1109,210,84,104,26,314,0,371
Z93720,18633,1025,385,60,53,33,132,0,362
Z93721,1909,179,92,0,11,0,29,0,47
Z93722,26053,1719,745,133,121,51,156,0,513
Z93723,3203,173,0,0,0,0,128,13,32
Z93725,7262,452,152,62,13,3,29,0,193
Z93726,14869,832,438,56,18,0,21,0,299
Z93727,24141,1527,537,182,287,16,13,0,492
Z93728,6199,582,240,0,49,0,22,0,271
Z93730,3997,141,22,24,0,8,65,0,22
Z93901,10349,604,237,46,40,0,18,0,263
Z93905,13575,523,159,50,114,20,0,0,180
Z93906,18002,945,371,82,160,36,0,0,296
Z93907,7547,411,68,31,51,66,40,0,155
Z93908,4789,216,0,0,8,63,26,0,119
Z93920,540,228,6,0,0,0,195,0,27
Z93923,7293,1521,126,0,177,23,1110,0,85
Z93924,3149,592,0,95,38,0,405,0,54
Z93926,2264,8,6,0,0,0,0,0,2
Z93927,4339,386,85,0,17,11,93,0,180
Z93930,4128,154,44,0,0,0,82,0,28
Z93933,9026,668,246,109,44,0,117,0,152
Z93940,15328,2005,469,121,172,74,795,0,374
Z93950,8431,1599,294,74,143,54,747,0,287
Z93953,2856,1005,0,30,79,19,836,0,41
Z93955,11027,688,365,48,21,15,81,0,158
Z93960,4221,244,11,34,75,25,16,0,83
Z93962,293,64,0,0,0,0,22,0,42
Z94002,10677,343,106,0,35,9,160,0,33
Z94005,1842,59,0,35,0,0,0,0,24
Z94010,17561,1197,167,0,126,180,290,0,434
Z94014,14310,715,73,31,187,48,150,0,226
Z94015,20653,737,142,66,81,61,140,0,247
Z94019,7707,686,157,0,80,53,259,0,137
Z94022,7843,420,37,29,49,42,70,0,193
Z94024,8090,220,0,13,19,33,52,0,103
Z94025,15646,814,253,0,24,112,190,0,235
Z94027,2602,126,35,0,0,4,22,0,65
Z94028,2815,170,0,0,45,0,125,0,0
Z94030,8602,437,108,70,25,23,110,10,91
Z94037,1119,94,0,0,0,0,39,0,55
Z94038,1188,50,0,0,0,0,50,0,0
Z94040,14497,511,322,12,13,0,66,0,98
Z94041,6483,235,77,24,0,18,0,0,116
Z94043,13331,753,322,161,45,0,160,0,65
Z94044,14767,631,21,62,119,106,74,0,249
Z94060,601,127,20,0,20,0,67,0,20
Z94061,14244,369,78,17,0,0,90,0,184
Z94062,10961,689,16,36,73,56,169,0,339
Z94063,9726,513,229,92,18,0,53,0,121
Z94065,5186,211,63,0,0,60,62,0,26
Z94066,15412,513,177,22,0,28,50,0,236
Z94070,12300,443,110,47,91,50,26,0,119
Z94080,22394,1155,375,47,0,123,166,0,444
Z94085,8652,411,229,67,0,36,0,0,79
Z94086,19663,577,295,0,40,0,133,0,109
Z94087,21183,836,338,65,33,68,192,0,140
Z94089,8061,381,161,42,13,70,49,0,46
Z94102,19137,2674,968,312,41,0,361,0,992
Z94103,15026,2298,747,301,28,50,320,0,852
Z94105,4870,1092,17,17,21,0,957,0,80
Z94107,15104,1361,233,39,92,92,650,0,255
Z94108,8753,886,188,124,11,0,266,0,297
Z94109,37050,3329,674,454,113,120,838,0,1130
Z94110,29845,1826,337,61,49,137,322,0,920
Z94111,2634,516,69,18,0,59,327,0,43
Z94112,24319,996,161,24,42,84,102,0,583
Z94114,17877,1421,214,58,19,172,444,0,514
Z94115,19224,1492,228,137,35,23,288,0,781
Z94116,16569,743,78,18,70,97,99,0,381
Z94117,19720,1358,271,73,63,44,268,0,639
Z94118,18707,1044,70,70,59,0,162,0,683
Z94121,18955,1567,183,63,45,80,450,0,746
Z94122,24056,1174,198,38,114,252,159,0,413
Z94123,15217,1255,281,155,22,49,359,0,389
Z94124,11282,781,139,0,89,72,0,0,481
Z94127,7579,371,33,0,61,51,135,0,91
Z94129,1324,66,61,0,0,0,5,0,0
Z94130,806,182,57,18,0,0,0,0,107
Z94131,13912,658,176,0,44,163,139,0,136
Z94132,11056,665,260,43,0,0,150,0,212
Z94133,14813,1583,283,127,46,11,545,0,571
Z94134,12315,654,75,34,59,35,130,0,321
Z94158,3258,329,99,0,0,0,158,0,72
Z94301,7564,433,74,126,14,43,62,0,114
Z94303,14266,726,349,73,62,26,20,0,196
Z94304,2025,188,39,44,59,0,46,0,0
Z94306,11152,511,181,13,0,45,148,0,124
Z94401,13626,643,104,0,82,105,87,0,265
Z94402,9654,376,24,0,0,53,92,0,207
Z94403,16239,817,145,125,72,21,174,0,280
Z94404,14612,589,160,11,0,95,119,0,204
Z94501,26883,1356,200,39,59,77,242,0,739
Z94502,5361,180,0,14,66,54,46,0,0
Z94503,6023,162,44,0,46,12,9,0,51
Z94505,5737,596,15,0,121,0,419,0,41
Z94506,8089,217,0,0,74,74,0,0,69
Z94507,5820,241,0,0,82,63,96,0,0
Z94508,1284,179,33,13,0,17,83,0,33
Z94509,23152,1564,831,98,168,171,8,0,288
Z94510,11482,621,203,0,144,0,53,0,221
Z94513,19323,665,104,170,134,10,26,0,221
Z94514,405,29,4,0,0,13,2,0,10
Z94515,3592,722,28,0,103,0,467,0,124
Z94517,4886,227,0,0,52,23,14,0,138
Z94518,10780,517,73,0,113,29,6,0,296
Z94519,7337,501,101,0,72,11,0,0,317
Z94520,13692,646,213,26,68,39,0,0,300
Z94521,16432,578,199,32,25,57,36,0,229
Z94523,14406,371,0,46,80,0,74,0,171
Z94526,12390,396,112,38,123,24,37,0,62
Z94530,10679,565,53,27,53,44,65,0,323
Z94531,12857,727,346,160,119,64,0,0,38
Z94533,24040,1716,781,20,119,16,54,50,676
Z94534,13101,303,106,0,35,19,40,0,103
Z94535,1081,27,0,0,0,0,0,0,27
Z94536,25264,1126,448,42,119,0,421,0,96
Z94538,22016,931,363,33,121,66,297,0,51
Z94539,16643,418,132,32,57,46,84,0,67
Z94541,22048,1181,464,141,102,144,49,0,281
Z94542,4501,179,53,0,15,24,39,0,48
Z94544,23275,673,271,80,52,19,66,0,185
Z94545,9535,210,31,21,30,44,0,0,84
Z94546,16535,578,92,71,101,45,73,0,196
Z94547,8407,265,52,0,61,20,0,0,132
Z94548,160,15,0,0,15,0,0,0,0
Z94549,11297,465,60,58,29,0,10,0,308
Z94550,18276,755,157,81,80,87,93,0,257
Z94551,14721,578,107,0,75,62,91,0,243
Z94552,5241,163,0,0,0,41,34,0,88
Z94553,19809,887,154,28,167,122,21,0,395
Z94555,11506,261,18,0,79,14,150,0,0
Z94556,5857,80,14,0,21,11,13,0,21
Z94558,26837,2607,628,0,103,144,1281,0,451
Z94559,11356,942,227,3,64,92,226,0,330
Z94560,13799,363,39,9,32,53,190,0,40
Z94561,12144,441,86,0,59,61,124,0,111
Z94563,6813,104,0,0,14,38,28,0,24
Z94564,7225,484,223,37,0,16,4,0,204
Z94565,28240,1334,428,52,147,151,125,0,431
Z94566,15682,394,40,0,29,0,52,0,273
Z94567,331,118,17,7,17,0,40,6,31
Z94568,17406,709,85,53,69,259,125,0,118
Z94569,220,41,0,0,0,0,41,0,0
Z94571,4405,477,41,0,104,48,106,0,178
Z94572,3303,136,58,0,57,0,0,0,21
Z94573,69,5,0,0,0,0,0,0,5
Z94574,4376,763,146,0,52,30,315,0,220
Z94577,17731,735,140,8,67,56,119,0,345
Z94578,14496,698,170,134,161,42,58,0,133
Z94579,7176,8,0,0,0,0,8,0,0
Z94580,9090,447,27,54,56,15,14,0,281
Z94582,13491,427,150,0,76,0,0,0,201
Z94583,12825,267,84,22,0,80,47,0,34
Z94585,9205,333,37,24,79,0,29,0,164
Z94586,398,31,6,0,11,0,2,0,12
Z94587,21407,946,270,64,153,53,280,0,126
Z94588,11621,438,147,26,33,0,55,0,177
Z94589,10190,638,275,26,93,74,13,0,157
Z94590,16366,2330,1009,123,57,92,91,0,958
Z94591,20131,1840,493,122,282,136,116,0,691
Z94595,9984,924,153,0,46,260,71,0,394
Z94596,10163,656,125,53,28,45,180,0,225
Z94597,10330,490,60,95,0,44,77,0,214
Z94598,10590,411,117,0,0,0,52,0,242
Z94599,1547,197,59,0,0,0,106,0,32
Z94601,16303,1372,411,62,66,0,49,0,784
Z94602,12584,654,259,44,99,14,41,0,197
Z94603,10515,901,311,52,70,97,36,0,335
Z94605,16771,1572,581,9,192,31,76,0,683
Z94606,16191,1295,331,79,44,20,52,0,769
Z94607,12414,1070,252,55,168,116,82,0,397
Z94608,15345,1597,437,325,161,72,9,0,593
Z94609,10288,494,172,39,22,0,40,0,221
Z94610,16405,843,141,59,24,45,80,0,494
Z94611,17800,889,337,63,70,0,91,0,328
Z94612,8956,763,331,15,58,0,119,0,240
Z94618,7516,410,100,71,17,0,19,0,203
Z94619,9650,734,277,0,130,11,19,0,297
Z94621,10196,786,310,28,75,38,16,0,319
Z94702,8100,519,140,72,17,0,49,0,241
Z94703,9737,850,201,172,7,16,34,0,420
Z94704,8869,726,326,119,38,9,54,0,180
Z94705,6199,359,37,27,77,18,38,0,162
Z94706,8528,532,109,12,51,10,95,0,255
Z94707,5341,209,43,45,0,14,0,0,107
Z94708,5037,299,82,0,0,63,34,0,120
Z94709,5669,450,118,60,0,0,33,0,239
Z94710,3298,365,115,60,0,0,35,0,155
Z94801,10427,1136,270,40,22,106,92,0,606
Z94803,9898,570,165,0,80,20,40,0,265
Z94804,15694,1097,211,99,58,49,82,0,598
Z94805,5607,280,33,0,0,0,12,0,235
Z94806,20832,1571,430,60,164,58,161,0,698
Z94901,16235,597,174,23,26,9,99,0,266
Z94903,12853,685,139,44,0,99,178,0,225
Z94904,5643,208,23,0,0,64,105,0,16
Z94920,6113,678,69,18,151,56,177,0,207
Z94922,263,26,0,0,0,0,0,0,26
Z94923,1366,916,180,28,20,0,654,0,34
Z94924,871,332,35,4,0,0,224,0,69
Z94925,4171,387,0,15,0,92,23,0,257
Z94928,16475,529,259,51,0,0,115,0,104
Z94929,463,384,18,19,0,0,347,0,0
Z94930,4105,239,0,0,27,0,62,0,150
Z94931,3373,179,0,0,23,0,55,0,101
Z94937,746,283,27,0,25,12,172,0,47
Z94939,3366,119,0,24,48,0,31,0,16
Z94941,13992,1024,116,88,96,40,256,0,428
Z94945,7429,211,111,0,17,0,30,0,53
Z94946,369,74,12,0,0,0,46,0,16
Z94947,10357,411,117,0,0,0,29,0,265
Z94949,7318,461,52,86,0,88,37,0,198
Z94951,1706,150,0,43,0,0,40,10,57
Z94952,13853,677,62,26,119,9,115,0,346
Z94954,13856,563,113,60,70,0,85,0,235
Z94956,1012,256,0,13,0,5,185,0,53
Z94957,449,52,0,0,0,14,6,0,32
Z94960,6638,254,105,0,15,15,7,0,112
Z94965,6303,732,43,60,61,42,359,0,167
Z94970,914,636,43,0,16,0,562,0,15
Z94973,799,51,0,0,0,0,21,0,30
Z95003,11714,1656,0,26,104,27,1292,0,207
Z95004,1326,23,8,0,0,0,8,0,7
Z95005,2741,193,24,0,37,0,83,0,49
Z95006,4664,732,0,0,0,86,419,0,227
Z95008,19300,949,356,231,49,0,44,0,269
Z95010,4778,540,34,0,0,44,442,0,20
Z95012,2774,323,109,0,0,25,120,0,69
Z95014,22394,1128,400,194,82,35,202,0,215
Z95017,346,64,7,0,0,0,32,0,25
Z95018,3498,485,0,0,51,0,265,0,169
Z95019,2193,119,80,0,20,0,0,0,19
Z95020,18106,508,143,47,65,62,60,0,131
Z95023,15444,639,110,64,74,133,92,5,161
Z95030,5843,496,85,108,24,0,79,0,200
Z95032,10498,485,117,71,49,54,96,0,98
Z95033,4030,288,29,0,34,15,76,0,134
Z95035,21529,658,53,41,193,50,222,0,99
Z95037,16255,436,52,0,143,4,127,0,110
Z95039,570,74,37,0,0,0,16,0,21
Z95045,1609,105,23,11,0,6,42,0,23
Z95046,2023,147,58,0,0,0,0,0,89
Z95050,14960,518,140,0,55,38,163,0,122
Z95051,21168,967,375,63,132,66,27,0,304
Z95054,9004,571,91,177,0,0,96,0,207
Z95060,20175,1884,327,256,124,0,777,0,400
Z95062,16824,1878,109,57,266,12,1112,26,296
Z95064,483,51,32,0,0,0,19,0,0
Z95065,3246,114,4,0,15,11,62,0,22
Z95066,5973,176,42,0,0,0,126,0,8
Z95070,11395,452,55,0,28,43,111,0,215
Z95073,4429,347,43,44,27,0,56,0,177
Z95076,24834,1888,156,193,47,0,880,27,585
Z95110,6735,354,86,24,68,30,24,0,122
Z95111,16227,529,84,15,84,85,26,0,235
Z95112,21147,1173,308,150,24,80,141,0,470
Z95113,788,92,38,0,31,0,23,0,0
Z95116,14572,322,166,0,51,23,11,0,71
Z95117,11421,461,239,29,0,79,13,0,101
Z95118,11602,276,97,9,8,0,23,0,139
Z95119,3289,137,29,0,19,0,25,0,64
Z95120,12728,242,18,0,40,81,0,0,103
Z95121,9830,173,12,15,106,0,9,0,31
Z95122,13306,216,61,63,0,40,0,0,52
Z95123,22425,642,223,0,85,0,104,0,230
Z95124,17636,364,92,34,20,40,33,0,145
Z95125,21928,854,225,24,145,34,71,0,355
Z95126,15060,861,294,126,66,0,64,0,311
Z95127,17178,365,44,0,60,12,52,0,197
Z95128,14692,746,295,63,30,51,139,0,168
Z95129,14738,658,173,48,73,0,70,0,294
Z95130,5177,178,32,23,0,0,22,0,101
Z95131,9454,277,61,0,72,58,27,0,59
Z95132,12078,172,16,26,0,0,0,0,130
Z95133,8150,222,65,8,20,0,0,0,129
Z95134,8432,696,283,140,0,0,160,0,113
Z95135,7623,161,25,0,55,2,0,0,79
Z95136,15492,438,242,60,0,73,0,0,63
Z95138,6221,449,86,21,77,51,82,0,132
Z95139,2259,8,0,0,8,0,0,0,0
Z95140,88,30,0,0,7,0,0,0,23
Z95148,12100,183,14,0,70,24,11,0,64
Z95202,3987,1064,696,63,0,15,19,0,271
Z95203,5831,668,282,24,0,5,21,0,336
Z95204,12167,1227,174,81,134,166,39,0,633
Z95205,11542,1277,494,23,113,63,71,0,513
Z95206,18339,1661,467,51,262,72,143,20,646
Z95207,19596,1818,791,125,110,24,81,0,687
Z95209,13324,671,283,28,112,32,26,0,190
Z95210,12281,717,263,10,34,33,40,0,337
Z95212,7718,438,50,0,158,175,37,0,18
Z95215,7339,610,155,0,53,91,7,0,304
Z95219,11660,864,173,62,200,0,141,21,267
Z95220,2613,157,0,0,0,52,5,0,100
Z95222,2576,390,82,0,21,27,200,0,60
Z95223,7820,6420,73,16,38,66,6150,0,77
Z95224,285,163,0,0,0,35,107,0,21
Z95225,281,48,0,0,0,0,48,0,0
Z95227,342,36,0,0,0,0,0,36,0
Z95228,2674,861,85,0,90,98,527,0,61
Z95230,250,14,0,0,0,0,11,0,3
Z95231,846,37,0,0,0,0,0,0,37
Z95236,1458,106,0,0,0,0,0,0,106
Z95237,1236,90,0,0,0,0,0,0,90
Z95240,17409,1573,526,100,43,121,86,9,688
Z95242,10399,505,50,0,49,22,78,0,306
Z95245,1347,404,0,0,0,85,241,0,78
Z95247,2613,459,12,0,10,64,293,0,80
Z95248,151,93,0,0,0,19,74,0,0
Z95249,1705,256,158,0,0,42,15,0,41
Z95252,5513,501,57,0,42,93,186,0,123
Z95255,1143,339,37,0,0,51,251,0,0
Z95257,263,107,0,0,0,30,77,0,0
Z95258,1557,115,0,0,68,0,24,0,23
Z95301,12350,873,215,42,104,171,28,0,313
Z95303,290,25,0,0,0,9,16,0,0
Z95304,4314,195,0,0,33,35,44,0,83
Z95306,478,24,0,0,24,0,0,0,0
Z95307,13123,871,163,116,142,126,23,0,301
Z95310,1023,111,0,0,0,0,85,0,26
Z95311,1401,521,0,0,78,118,242,8,75
Z95313,470,75,26,0,12,0,0,0,37
Z95315,3650,209,38,0,74,97,0,0,0
Z95316,2406,112,0,0,0,0,1,35,76
Z95319,482,19,19,0,0,0,0,0,0
Z95320,4832,438,58,33,27,140,0,0,180
Z95321,3605,2013,126,0,65,0,1716,0,106
Z95322,3264,316,0,43,27,0,53,0,193
Z95323,359,15,3,0,0,7,5,0,0
Z95326,3492,210,33,42,78,0,0,0,57
Z95327,2742,320,111,0,52,0,155,0,2
Z95328,1220,17,0,0,0,0,17,0,0
Z95329,1510,334,0,0,22,136,124,0,52
Z95330,5283,262,33,19,44,22,28,0,116
Z95333,1007,122,0,3,13,43,23,0,40
Z95334,4403,255,24,21,44,84,59,0,23
Z95335,1174,972,37,0,40,36,844,0,15
Z95336,15780,871,342,59,205,63,24,0,178
Z95337,11005,722,270,70,95,40,6,0,241
Z95338,5960,1372,139,0,93,396,624,0,120
Z95340,12590,850,431,72,100,160,4,7,76
Z95341,9386,882,303,15,107,368,33,0,56
Z95346,1403,748,0,0,40,44,664,0,0
Z95348,11380,633,397,36,111,14,25,0,50
Z95350,20527,1248,528,44,152,93,122,0,309
Z95351,14110,914,414,16,109,32,23,0,320
Z95354,9588,992,381,10,69,66,19,26,421
Z95355,22513,1351,559,17,272,43,43,0,417
Z95356,11955,460,188,29,60,17,7,0,159
Z95357,3833,232,36,0,98,0,0,0,98
Z95358,9292,405,182,2,12,34,0,12,163
Z95360,3903,314,176,0,43,0,0,0,95
Z95361,12235,696,272,41,69,44,34,0,236
Z95363,7718,547,133,0,78,101,10,50,175
Z95365,1375,170,18,13,15,47,30,30,17
Z95366,6129,209,56,0,20,34,53,0,46
Z95367,7635,421,58,0,214,0,0,0,149
Z95368,4133,194,41,12,56,0,13,0,72
Z95369,435,94,3,0,0,25,35,31,0
Z95370,13582,1798,146,25,115,83,1142,0,287
Z95372,760,46,0,0,0,46,0,0,0
Z95376,15715,711,270,52,27,69,25,0,268
Z95377,8899,227,16,0,49,0,143,0,19
Z95379,1820,249,90,0,43,0,0,0,116
Z95380,14779,994,294,36,260,67,21,0,316
Z95382,13640,743,98,77,134,166,14,0,254
Z95383,3327,1744,71,0,61,0,1526,0,86
Z95386,3023,125,33,0,24,12,0,0,56
Z95388,4050,342,93,30,83,56,7,0,73
Z95391,3769,100,0,0,0,0,0,0,100
Z95401,13920,590,216,0,68,35,44,0,227
Z95403,18151,857,171,142,147,26,134,0,237
Z95404,16986,802,190,24,84,0,222,0,282
Z95405,9190,628,230,47,0,0,144,0,207
Z95407,12805,656,304,38,80,31,79,0,124
Z95409,12645,702,41,19,111,86,188,0,257
Z95410,543,143,0,0,0,0,102,0,41
Z95420,259,24,0,0,0,0,24,0,0
Z95422,9115,2153,124,94,118,104,1153,0,560
Z95423,2713,1164,0,53,179,65,611,0,256
Z95425,4495,569,55,70,0,50,214,0,180
Z95428,1175,268,0,0,1,0,180,0,87
Z95432,267,68,0,0,0,0,46,0,22
Z95436,2928,388,93,0,0,0,259,0,36
Z95437,6979,1128,48,52,37,0,573,0,418
Z95441,808,137,8,0,5,0,117,0,7
Z95442,1986,482,32,0,18,0,291,0,141
Z95445,1343,380,0,0,0,0,380,0,0
Z95446,3692,1493,100,60,41,7,1057,0,228
Z95448,8372,1379,113,4,46,18,878,0,320
Z95449,691,114,28,0,15,0,31,0,40
Z95450,354,205,27,7,5,0,145,0,21
Z95451,6138,1380,129,0,176,0,877,0,198
Z95452,685,132,0,0,59,0,73,0,0
Z95453,5080,714,124,0,0,14,284,0,292
Z95454,1252,292,0,0,2,0,143,0,147
Z95457,1767,434,0,0,0,0,342,0,92
Z95458,1763,512,79,0,18,0,288,0,127
Z95460,1616,493,0,0,0,0,446,0,47
Z95461,1768,413,0,0,71,12,305,0,25
Z95462,1157,540,10,0,8,0,440,0,82
Z95464,1625,483,101,0,23,25,200,0,134
Z95465,1405,426,0,10,18,0,336,0,62
Z95466,408,96,0,0,0,0,81,0,15
Z95468,793,253,4,21,4,0,140,0,84
Z95469,1022,328,7,0,9,0,254,14,44
Z95470,2465,264,0,12,0,41,78,0,133
Z95471,437,206,22,0,22,0,126,0,36
Z95472,14010,1119,90,0,177,92,480,0,280
Z95476,17114,1751,309,0,234,42,725,0,441
Z95482,12652,1113,270,61,13,0,262,0,507
Z95485,1314,249,15,0,2,40,117,0,75
Z95488,268,84,0,0,0,0,77,0,7
Z95490,6178,749,127,48,40,0,223,0,311
Z95492,10513,519,112,0,26,90,125,24,142
Z95497,1886,1285,205,0,0,14,1032,0,34
Z95501,10785,1241,239,62,0,42,187,27,684
Z95503,10635,813,53,54,101,42,210,0,353
Z95519,7788,714,98,21,93,0,140,0,362
Z95521,9209,995,227,36,128,9,122,0,473
Z95524,798,41,0,0,0,25,0,0,16
Z95525,848,130,0,0,12,17,73,0,28
Z95526,270,136,14,0,0,3,116,0,3
Z95527,451,202,6,0,8,0,169,0,19
Z95528,524,104,0,6,9,0,76,0,13
Z95531,9445,1495,72,116,179,69,484,0,575
Z95536,1354,219,39,8,17,0,99,0,56
Z95540,5616,678,183,18,87,25,74,0,291
Z95542,1370,366,98,0,42,0,178,0,48
Z95546,1510,399,28,0,9,35,110,0,217
Z95548,581,129,16,2,15,2,51,0,43
Z95549,344,30,0,0,3,0,19,0,8
Z95551,901,230,0,16,10,33,49,9,113
Z95556,348,91,3,0,0,0,85,0,3
Z95560,1009,497,0,31,0,30,318,0,118
Z95562,1593,235,32,0,9,25,57,0,112
Z95563,441,139,0,0,0,3,130,0,6
Z95565,412,58,11,0,0,0,22,0,25
Z95567,860,122,21,0,0,0,76,0,25
Z95570,1490,490,12,42,11,0,330,0,95
Z95573,1111,371,0,13,0,25,238,0,95
Z95585,318,92,0,0,0,7,51,0,34
Z95589,884,420,0,0,0,0,318,0,102
Z95602,7487,651,45,53,97,0,347,0,109
Z95603,12299,701,333,109,108,16,57,0,78
Z95604,88,56,0,0,0,0,56,0,0
Z95605,5210,271,39,0,0,0,0,0,232
Z95608,27460,2010,1048,79,153,53,89,0,588
Z95610,17970,837,143,226,59,117,43,0,249
Z95612,470,30,0,0,0,30,0,0,0
Z95614,1743,257,0,0,89,0,65,0,103
Z95615,332,72,52,0,0,0,0,0,20
Z95616,17775,718,166,151,16,0,150,0,235
Z95618,10064,421,75,82,47,27,16,9,165
Z95619,1991,135,21,0,57,0,0,0,57
Z95620,6960,404,90,0,0,56,39,39,180
Z95621,16785,710,363,105,135,32,5,0,70
Z95623,1642,123,0,0,0,0,108,0,15
Z95624,20222,1038,331,107,236,147,105,0,112
Z95626,2130,73,45,0,7,0,14,0,7
Z95627,1329,196,40,0,39,0,25,0,92
Z95628,17323,1069,308,0,248,67,0,34,412
Z95630,26852,996,320,40,146,129,78,0,283
Z95631,2715,323,73,0,0,0,128,0,122
Z95632,9640,486,130,40,64,118,18,18,98
Z95633,1382,285,0,0,35,0,236,0,14
Z95634,1511,315,49,0,0,27,185,0,54
Z95635,538,150,42,0,0,0,108,0,0
Z95636,563,261,0,0,40,0,184,0,37
Z95638,737,25,0,0,0,0,6,0,19
Z95640,4440,556,100,0,42,79,150,0,185
Z95641,1064,236,46,0,6,22,84,24,54
Z95642,3439,715,186,0,100,118,216,0,95
Z95648,20074,1085,89,48,213,41,330,0,364
Z95650,4800,341,117,0,0,46,51,0,127
Z95651,345,48,0,0,0,0,48,0,0
Z95655,1514,177,9,0,27,0,0,0,141
Z95658,2671,151,12,27,29,0,17,0,66
Z95659,362,20,0,0,0,0,8,0,12
Z95660,11419,720,251,61,167,54,34,0,153
Z95661,12400,523,190,22,76,0,121,0,114
Z95662,12665,665,220,0,225,35,44,0,141
Z95663,915,58,15,0,13,20,10,0,0
Z95664,474,31,0,0,0,0,0,0,31
Z95665,1979,280,40,0,0,0,162,0,78
Z95666,3449,1406,14,0,129,0,1157,0,106
Z95667,16058,1658,235,61,156,75,549,0,582
Z95668,341,21,0,0,0,0,0,0,21
Z95669,1067,255,35,14,0,34,107,0,65
Z95670,21550,1257,503,68,187,86,52,0,361
Z95673,5180,333,97,0,97,45,9,0,85
Z95674,345,38,0,8,0,0,8,0,22
Z95677,9384,495,179,66,38,56,84,0,72
Z95678,16940,1048,644,26,122,68,27,0,161
Z95681,499,73,0,0,0,38,0,0,35
Z95682,11693,799,219,33,116,0,124,0,307
Z95683,2678,84,0,16,19,0,0,0,49
Z95684,1767,386,0,0,40,0,260,0,86
Z95685,2054,315,17,31,44,0,202,0,21
Z95686,405,48,9,0,0,10,8,0,21
Z95687,23008,1306,274,100,193,37,111,0,591
Z95688,13557,778,100,33,100,74,176,0,295
Z95689,819,358,0,0,0,0,268,0,90
Z95690,953,185,5,0,26,71,26,9,48
Z95691,13666,653,56,0,219,127,45,0,206
Z95692,1727,131,0,0,12,32,41,0,46
Z95693,2639,305,0,0,42,34,55,0,174
Z95694,3498,106,0,0,0,0,9,0,97
Z95695,15138,886,237,29,97,26,147,37,313
Z95701,503,174,8,0,27,0,139,0,0
Z95703,470,9,0,0,0,9,0,0,0
Z95709,1992,185,24,0,0,0,96,0,65
Z95713,4285,459,0,0,111,18,304,0,26
Z95714,340,169,7,0,4,18,131,0,9
Z95715,120,67,0,0,0,0,65,2,0
Z95717,124,34,0,0,0,0,34,0,0
Z95720,385,352,0,0,2,0,340,0,10
Z95722,2036,167,29,0,26,28,0,0,84
Z95726,4609,1248,115,0,144,28,769,0,192
Z95728,1232,1002,36,0,24,0,942,0,0
Z95736,84,17,17,0,0,0,0,0,0
Z95742,2998,89,0,0,36,0,33,0,20
Z95746,8290,212,22,0,83,0,59,0,48
Z95747,21329,997,299,94,340,68,92,0,104
Z95757,12721,624,0,0,190,203,0,28,203
Z95758,21537,952,121,0,127,246,203,0,255
Z95762,13677,406,84,0,65,0,147,0,110
Z95765,12622,278,105,71,15,0,74,0,13
Z95776,7395,596,197,18,59,39,44,0,239
Z95811,4567,512,208,60,20,24,53,0,147
Z95814,6473,1294,477,236,41,0,159,0,381
Z95815,10050,1206,661,34,114,0,14,0,383
Z95816,10754,899,339,188,0,11,66,0,295
Z95817,6563,654,123,0,98,37,35,0,361
Z95818,10092,565,207,26,52,16,59,0,205
Z95819,8095,350,31,31,7,0,62,0,219
Z95820,13440,1021,330,0,70,45,33,0,543
Z95821,16081,1714,1136,80,186,0,83,0,229
Z95822,16890,1195,287,73,95,47,148,0,545
Z95823,24395,1613,638,144,158,108,65,0,500
Z95824,9720,739,280,30,32,14,69,0,314
Z95825,17067,1793,1052,65,133,27,112,0,404
Z95826,16261,1294,424,124,96,101,136,0,413
Z95827,7677,507,121,34,178,0,32,0,142
Z95828,18850,1009,236,25,113,65,69,0,501
Z95829,8106,332,159,0,48,48,14,0,63
