Zip_Code,Housing_Units,Total_Vacant,For_rent,Rented_not_oc,For_sale,Sale_not_oc,Seasonal,Migrant_worker,Other_vacant
Z56573,3434,842,2,0,61,0,715,0,64
Z56575,598,317,3,0,2,4,262,0,46
Z56576,796,497,0,0,11,0,471,0,15
Z56578,667,347,0,0,0,0,335,6,6
Z56579,534,78,21,0,10,16,14,0,17
Z56580,464,31,0,0,8,8,10,0,5
Z56583,54,5,0,0,0,0,0,0,5
Z56584,769,160,57,0,1,0,11,0,91
Z56585,472,35,0,2,0,6,11,0,16
Z56586,1271,476,6,0,7,0,446,0,17
Z56587,1127,531,0,6,11,4,476,0,34
Z56588,430,181,0,0,7,0,165,0,9
Z56589,1490,669,4,2,8,6,597,0,52
Z56592,222,33,0,0,0,0,14,0,19
Z56594,211,33,0,0,4,5,4,0,20
Z56601,14831,2071,396,74,47,0,1267,0,287
Z56621,2372,542,16,0,23,4,356,0,143
Z56623,2053,922,20,0,0,0,737,0,165
Z56626,301,153,9,0,0,0,133,0,11
Z56627,362,212,13,0,28,0,156,0,15
Z56628,1646,907,27,0,46,0,789,0,45
Z56629,175,94,0,0,0,0,91,0,3
Z56630,1106,305,31,0,5,7,193,0,69
Z56633,2477,860,8,2,29,3,698,0,120
Z56634,810,165,9,20,22,0,73,0,41
Z56636,3257,1321,9,0,38,2,1176,0,96
Z56639,475,276,0,0,9,0,242,0,25
Z56644,544,198,3,3,8,0,127,0,57
Z56646,213,41,0,0,0,0,24,0,17
Z56647,513,171,0,0,0,0,145,0,26
Z56649,5358,952,11,0,127,0,564,0,250
Z56653,857,292,0,0,9,0,242,0,41
Z56655,2185,1427,5,0,33,0,1337,0,52
Z56662,1056,768,0,0,3,0,751,0,14
Z56668,63,20,0,0,0,0,13,0,7
Z56669,391,230,0,0,4,5,173,0,48
Z56671,1087,154,26,0,0,0,7,0,121
Z56672,2541,1603,5,3,45,17,1464,0,69
Z56673,662,360,0,0,0,0,311,0,49
Z56681,308,184,0,0,0,0,161,0,23
Z56683,429,139,0,0,8,6,100,0,25
Z56684,160,29,0,0,0,0,17,0,12
Z56685,287,235,0,0,12,0,216,0,7
Z56686,886,479,0,1,0,2,340,0,136
Z56701,5729,307,109,5,55,9,50,19,60
Z56713,448,50,6,5,6,7,9,0,17
Z56715,167,15,0,0,0,0,5,0,10
Z56716,3864,249,56,0,37,0,1,0,155
Z56721,4256,204,37,37,26,5,47,0,52
Z56722,170,7,0,0,0,0,0,0,7
Z56725,507,107,0,0,0,0,44,0,63
Z56726,792,128,0,0,7,0,43,0,78
Z56727,578,257,15,0,10,2,192,0,38
Z56728,773,203,16,0,11,0,46,2,128
Z56731,47,13,0,0,4,0,5,0,4
Z56733,250,42,0,0,5,4,12,4,17
Z56735,477,162,0,0,5,0,88,0,69
Z56736,1063,582,3,5,1,0,530,0,43
Z56737,487,117,0,0,11,5,66,0,35
Z56742,433,67,7,0,9,4,24,0,23
Z56744,265,32,0,0,2,0,8,0,22
Z56750,1139,185,42,14,9,0,24,0,96
Z56751,2519,277,38,0,9,2,91,0,137
Z56755,59,17,0,0,0,0,0,2,15
Z56756,323,65,0,0,3,0,10,0,52
Z56757,505,55,0,0,12,0,0,0,43
Z56762,1188,150,39,10,10,10,26,0,55
Z57001,710,34,0,0,16,0,11,0,7
Z57002,450,42,7,0,0,0,8,0,27
Z57004,1453,143,52,0,0,0,0,0,91
Z57005,4097,145,68,48,0,0,0,0,29
Z57006,10282,926,210,138,27,0,221,0,330
Z57010,223,6,0,0,6,0,0,0,0
Z57012,501,59,9,0,0,8,11,0,31
Z57013,1895,119,0,0,10,0,22,0,87
Z57014,685,104,23,0,21,7,5,0,48
Z57015,331,19,5,0,5,5,0,0,4
Z57016,433,151,0,8,0,0,131,0,12
Z57017,696,38,14,0,0,7,0,0,17
Z57018,601,38,0,0,0,6,10,0,22
Z57020,561,50,9,0,12,0,0,0,29
Z57022,1823,74,26,0,0,0,0,0,48
Z57025,1278,168,28,0,30,29,3,0,78
Z57026,539,43,7,0,8,0,12,0,16
Z57028,1443,72,39,5,0,0,1,0,27
Z57029,1047,158,32,12,15,3,32,0,64
Z57030,1201,80,18,8,0,10,0,0,44
Z57031,297,11,4,0,2,0,0,0,5
Z57032,2224,62,33,0,29,0,0,0,0
Z57033,1834,54,35,0,0,0,0,0,19
Z57034,350,54,9,0,0,8,15,0,22
Z57035,536,10,0,0,0,0,2,0,8
Z57036,328,29,5,0,0,16,0,0,8
Z57037,405,35,5,0,7,0,7,0,16
Z57038,676,105,15,0,38,0,0,0,52
Z57039,1440,146,18,0,29,0,0,0,99
Z57042,3832,278,41,86,0,0,127,0,24
Z57043,637,46,0,0,0,0,10,0,36
Z57045,493,50,0,0,6,0,17,0,27
Z57046,295,47,24,23,0,0,0,0,0
Z57048,425,24,0,0,1,7,13,0,3
Z57049,2791,193,92,0,18,0,13,0,70
Z57051,144,30,0,2,0,0,8,0,20
Z57053,885,95,25,16,8,9,0,0,37
Z57054,260,31,4,0,0,0,13,0,14
Z57055,426,15,0,0,0,0,0,0,15
Z57058,971,71,27,0,4,0,14,0,26
Z57059,743,134,8,0,16,30,13,0,67
Z57064,1897,42,0,0,0,0,42,0,0
Z57065,184,6,2,4,0,0,0,0,0
Z57066,696,64,0,9,9,10,25,0,11
Z57067,249,87,6,0,0,0,72,0,9
Z57068,586,3,0,0,3,0,0,0,0
Z57069,4819,310,46,0,93,0,73,0,98
Z57070,775,116,14,0,17,0,58,0,27
Z57071,1233,22,0,0,0,0,4,0,18
Z57072,268,24,0,0,5,0,4,0,15
Z57073,400,76,3,0,19,0,26,0,28
Z57075,821,371,0,0,2,0,344,0,25
Z57078,8189,638,195,0,55,82,165,0,141
Z57103,14350,694,337,34,159,24,33,0,107
Z57104,12236,1220,376,115,236,26,42,0,425
Z57105,10097,806,212,102,77,17,125,0,273
Z57106,18615,1019,456,6,139,114,77,0,227
Z57107,3545,130,20,0,38,44,0,0,28
Z57108,7938,281,115,0,118,0,0,0,48
Z57110,5678,233,28,0,166,12,0,0,27
Z57201,11442,552,56,40,87,0,186,0,183
Z57212,1042,247,27,0,15,24,111,0,70
Z57213,272,57,0,0,0,0,38,0,19
Z57216,786,326,0,0,20,0,252,0,54
Z57218,178,21,0,0,6,0,15,0,0
Z57219,274,42,0,3,0,4,0,0,35
Z57220,365,92,1,0,6,0,64,0,21
Z57221,313,41,3,4,0,0,8,0,26
Z57223,671,147,0,0,19,0,69,0,59
Z57225,942,118,32,0,21,0,16,0,49
Z57226,964,66,28,7,7,11,7,0,6
Z57227,406,217,8,0,7,0,157,0,45
Z57231,895,97,0,0,5,0,44,9,39
Z57232,283,139,0,0,0,0,124,0,15
Z57234,687,158,0,0,5,0,143,0,10
Z57235,376,19,0,0,0,0,14,0,5
Z57237,410,130,8,5,7,0,93,0,17
Z57241,368,43,0,4,20,0,4,0,15
Z57243,352,43,6,0,0,0,4,0,33
Z57246,71,8,0,0,0,0,2,0,6
Z57248,644,233,0,0,4,0,213,0,16
Z57249,609,154,5,0,24,6,93,0,26
Z57251,73,12,0,0,7,0,0,0,5
Z57252,2215,125,35,40,37,0,0,0,13
Z57255,215,38,1,0,0,0,17,0,20
Z57257,259,23,7,0,0,0,0,0,16
Z57259,273,61,0,0,0,0,34,0,27
Z57260,534,161,4,0,5,2,96,0,54
Z57261,177,47,4,0,0,0,19,0,24
Z57262,1997,203,83,0,14,4,14,0,88
Z57263,258,32,5,0,4,0,12,0,11
Z57264,116,20,0,0,0,0,15,0,5
Z57266,329,57,1,0,1,0,15,0,40
Z57270,423,107,13,0,0,2,46,1,45
Z57271,126,27,0,0,0,0,0,0,27
Z57272,107,36,0,6,0,0,9,0,21
Z57273,874,391,15,0,13,0,299,0,64
Z57274,1574,295,5,21,25,0,74,0,170
Z57276,485,39,5,0,10,0,19,0,5
Z57278,342,25,0,8,1,0,13,0,3
Z57279,647,205,0,0,14,0,117,0,74
Z57301,8400,407,10,0,31,136,26,0,204
Z57311,541,82,0,4,7,11,38,0,22
Z57313,620,51,7,0,0,0,2,0,42
Z57314,426,65,4,0,9,0,17,0,35
Z57315,540,88,6,7,7,0,23,0,45
Z57317,335,79,5,0,9,0,40,0,25
Z57319,502,85,7,0,0,0,23,0,55
Z57323,247,136,0,0,0,0,72,0,64
Z57324,177,15,0,0,0,0,8,0,7
Z57325,1453,152,12,23,11,0,14,0,92
Z57328,486,51,9,0,0,0,6,0,36
Z57331,211,33,0,0,14,0,5,0,14
Z57332,320,42,3,0,9,0,14,0,16
Z57334,352,8,2,4,0,0,0,0,2
Z57335,218,63,7,0,4,0,30,0,22
Z57339,442,60,19,3,0,0,5,0,33
Z57342,325,106,0,0,0,3,50,0,53
Z57345,606,117,0,0,0,9,31,0,77
Z57348,223,9,0,0,0,0,4,0,5
Z57349,734,86,5,0,26,0,8,0,47
Z57350,7072,673,151,36,97,46,174,0,169
Z57355,562,118,17,0,14,3,35,0,49
Z57356,758,205,20,2,12,11,80,0,80
Z57359,348,48,4,0,0,0,17,0,27
Z57362,1210,192,7,0,3,0,45,0,137
Z57363,471,45,5,0,2,0,8,0,30
Z57365,327,51,0,7,0,0,38,0,6
Z57366,1055,94,13,11,0,0,4,0,66
Z57367,121,36,4,0,2,1,23,0,6
Z57368,512,50,0,6,12,0,16,0,16
Z57369,1155,180,22,0,10,19,75,0,54
Z57370,369,74,11,0,0,0,12,0,51
Z57375,389,50,9,0,0,0,8,0,33
Z57376,564,106,0,0,14,7,20,0,65
Z57380,1374,160,43,11,17,0,12,0,77
Z57383,395,82,22,0,0,2,26,0,32
Z57384,432,41,0,0,8,15,14,0,4
Z57401,14333,962,300,146,143,0,92,19,262
Z57420,183,141,0,0,3,0,137,0,1
Z57424,132,12,0,1,2,0,2,0,7
Z57427,333,26,9,0,10,0,0,0,7
Z57428,358,64,0,0,0,0,24,0,40
Z57430,1080,199,0,0,0,0,47,0,152
Z57432,183,24,0,0,7,1,0,0,16
Z57433,212,66,0,0,5,0,51,2,8
Z57434,245,14,0,0,0,0,9,0,5
Z57436,257,71,8,0,0,0,27,0,36
Z57437,868,289,16,0,43,0,120,0,110
Z57438,684,103,7,0,6,2,52,0,36
Z57441,340,49,0,0,5,0,13,0,31
Z57442,1234,452,0,9,15,0,348,0,80
Z57445,965,103,28,9,12,0,0,0,54
Z57446,194,28,4,0,0,0,14,0,10
Z57448,203,49,0,0,8,0,20,0,21
Z57450,316,29,0,0,4,0,6,0,19
Z57451,1013,160,20,0,49,0,58,0,33
Z57454,257,33,0,0,4,0,0,0,29
Z57455,64,32,0,0,0,0,6,0,26
Z57456,474,66,6,0,0,0,7,0,53
Z57461,164,10,0,0,1,0,0,0,9
Z57465,178,40,0,0,0,0,7,0,33
Z57466,107,23,0,0,0,0,11,0,12
Z57467,183,48,8,0,0,0,0,0,40
Z57468,114,14,0,0,0,0,5,0,9
Z57469,1699,282,25,6,28,0,114,0,109
Z57471,343,58,0,4,4,0,27,8,15
Z57472,496,61,0,0,0,0,4,0,57
Z57476,195,17,0,0,0,0,4,5,8
Z57479,257,4,0,0,4,0,0,0,0
Z57481,128,8,0,0,0,0,0,0,8
Z57501,7471,614,152,0,69,12,142,18,221
Z57522,216,40,4,0,1,0,7,0,28
Z57523,616,112,16,0,0,0,24,0,72
Z57528,441,105,9,3,4,0,32,0,57
Z57529,253,83,0,0,0,0,26,0,57
Z57531,105,9,0,0,0,0,7,0,2
Z57532,1385,187,17,0,36,0,53,0,81
Z57533,1085,151,16,0,25,0,52,0,58
Z57543,468,82,4,9,7,0,36,0,26
Z57548,387,42,8,0,0,0,5,0,29
Z57551,891,128,29,5,13,9,21,0,51
Z57552,241,34,9,0,2,3,4,0,16
Z57555,1366,175,58,2,3,0,24,0,88
Z57559,380,67,0,0,0,0,23,0,44
Z57564,510,87,24,0,0,0,12,0,51
Z57567,722,126,21,5,0,10,30,0,60
Z57568,371,100,29,0,13,0,0,0,58
Z57569,205,52,0,0,0,0,5,0,47
Z57570,643,81,10,8,0,0,39,0,24
Z57576,83,29,0,0,0,0,13,0,16
Z57580,2242,285,32,0,0,0,202,0,51
Z57601,1953,252,33,0,24,0,15,0,180
Z57620,283,72,5,4,0,2,23,0,38
Z57623,381,68,7,1,1,0,12,0,47
Z57625,1469,201,27,2,0,0,17,0,155
Z57626,545,157,4,10,0,0,53,8,82
Z57632,339,53,0,0,0,0,22,0,31
Z57633,197,45,0,1,1,0,8,0,35
Z57638,1209,317,9,3,10,12,89,8,186
Z57641,184,53,7,0,8,0,13,0,25
Z57642,698,99,3,7,5,0,17,2,65
Z57648,371,212,5,0,22,6,149,0,30
Z57656,301,57,8,1,7,2,13,0,26
Z57701,18876,1280,401,135,124,80,184,0,356
Z57702,15745,1553,224,43,93,146,673,0,374
Z57703,5724,254,21,18,38,63,0,0,114
Z57717,3513,389,31,0,45,0,167,0,146
Z57718,2729,51,0,0,7,8,18,0,18
Z57719,2840,250,37,0,37,0,56,0,120
Z57720,387,105,0,0,0,0,67,0,38
Z57725,144,51,0,0,9,0,0,0,42
Z57730,3336,767,16,0,54,0,603,0,94
Z57732,1330,313,0,8,11,0,257,0,37
Z57735,966,276,22,0,12,7,109,6,120
Z57744,859,64,11,0,39,0,5,0,9
Z57745,1624,658,18,0,53,0,542,0,45
Z57747,3237,816,140,0,59,0,433,0,184
Z57750,165,31,0,0,0,0,19,0,12
Z57751,474,188,33,0,2,0,115,9,29
Z57752,612,155,8,0,0,21,29,0,97
Z57754,2987,1274,171,23,56,0,925,0,99
Z57756,238,65,22,9,0,5,6,0,23
Z57759,160,91,0,0,0,17,70,0,4
Z57760,729,166,0,0,2,0,61,0,103
Z57761,475,60,3,6,6,6,5,0,34
Z57762,322,20,0,0,0,0,7,0,13
Z57766,252,97,0,0,0,0,54,0,43
Z57769,1544,66,0,0,0,0,66,0,0
Z57770,1464,234,10,22,0,68,33,8,93
Z57772,465,63,0,6,9,14,0,0,34
Z57773,180,28,0,0,5,0,10,0,13
Z57779,105,25,0,0,0,0,25,0,0
Z57783,7323,873,179,76,53,0,485,0,80
Z57785,4559,284,84,0,62,0,103,0,35
Z57788,182,13,0,0,0,0,5,0,8
Z57790,625,181,3,8,16,0,76,0,78
Z57793,1028,85,6,2,6,0,66,0,5
Z58004,96,2,0,0,0,0,0,0,2
Z58005,263,6,0,0,1,0,0,0,5
Z58006,262,43,18,0,0,0,5,0,20
Z58012,1032,73,28,0,45,0,0,0,0
Z58013,75,18,0,0,0,0,3,0,15
Z58015,114,7,0,0,0,4,0,0,3
Z58016,78,24,0,0,0,0,7,0,17
Z58017,203,63,0,0,0,12,16,0,35
Z58018,157,27,0,4,0,0,19,0,4
Z58030,284,36,7,4,4,0,4,0,17
Z58031,249,37,0,0,3,0,2,0,32
Z58032,382,49,27,0,7,0,0,0,15
Z58033,194,36,0,0,3,0,15,0,18
Z58035,157,43,0,0,5,0,15,0,23
Z58041,789,114,19,0,0,0,33,0,62
Z58042,624,16,0,0,9,0,0,0,7
Z58046,384,61,6,5,5,0,24,0,21
Z58047,1351,23,0,0,14,0,4,0,5
Z58048,230,30,0,0,7,0,4,0,19
Z58049,210,30,3,0,8,5,4,0,10
Z58051,628,55,6,3,22,0,7,0,17
Z58052,249,7,0,2,5,0,0,0,0
Z58053,682,116,5,0,13,0,31,0,67
Z58054,1460,141,0,11,0,0,39,0,91
Z58058,59,9,0,0,0,0,0,0,9
Z58059,403,17,0,0,6,0,0,0,11
Z58061,165,23,0,0,0,0,3,0,20
Z58064,247,50,9,7,0,4,0,0,30
Z58071,212,12,4,0,0,0,0,0,8
Z58072,3900,186,42,23,0,24,56,0,41
Z58075,4327,500,172,69,6,0,106,0,147
Z58077,351,92,5,0,0,4,17,0,66
Z58078,12571,519,227,23,120,0,149,0,0
Z58081,425,54,0,0,0,0,0,0,54
Z58102,14859,1191,245,104,105,6,184,0,547
Z58103,24616,1259,449,184,101,24,210,0,291
Z58104,14603,1051,497,266,0,46,58,0,184
Z58201,17316,814,334,0,102,109,123,0,146
Z58203,8223,603,372,133,33,0,33,0,32
Z58210,236,42,0,0,0,0,6,0,36
Z58212,310,42,9,0,0,2,20,0,11
Z58214,211,61,28,0,0,0,0,0,33
Z58220,1240,196,35,0,15,9,23,0,114
Z58222,146,5,0,0,0,0,0,0,5
Z58225,519,78,18,3,0,6,19,7,25
Z58228,439,82,23,0,7,0,24,0,28
Z58230,358,52,9,0,0,0,16,0,27
Z58233,114,8,0,0,0,5,0,0,3
Z58235,232,40,0,2,0,0,20,0,18
Z58237,2587,202,67,0,15,0,14,0,106
Z58240,652,186,3,0,5,0,129,0,49
Z58243,336,67,0,0,0,0,35,4,28
Z58249,1428,304,16,12,26,29,15,0,206
Z58251,950,77,62,0,0,0,4,0,11
Z58256,373,28,0,0,4,4,11,0,9
Z58257,999,185,91,16,8,0,14,0,56
Z58259,242,52,0,4,6,0,16,0,26
Z58260,116,28,0,0,2,0,24,1,1
Z58261,483,49,6,3,0,0,4,6,30
Z58265,289,59,9,0,4,6,3,0,37
Z58267,712,147,48,0,16,13,22,0,48
Z58269,92,28,6,0,0,0,2,0,20
Z58270,933,86,10,0,0,12,0,0,64
Z58272,162,40,0,0,0,0,7,0,33
Z58273,166,23,0,0,0,0,8,0,15
Z58274,453,49,8,0,18,0,5,0,18
Z58275,291,7,0,0,0,0,0,0,7
Z58276,307,74,8,0,14,0,1,15,36
Z58277,197,53,0,0,5,0,30,0,18
Z58278,720,64,0,0,0,43,10,0,11
Z58282,741,47,0,0,18,0,0,0,29
Z58301,4843,489,131,0,52,32,209,0,65
Z58316,2350,262,52,0,0,0,24,0,186
Z58317,184,64,5,0,0,0,54,0,5
Z58318,2765,1012,20,0,42,12,885,0,53
Z58324,775,191,40,10,0,0,93,0,48
Z58329,1223,163,14,0,8,10,22,0,109
Z58330,184,42,4,0,0,0,4,0,34
Z58331,96,39,10,0,0,0,27,0,2
Z58341,1498,240,35,0,15,17,37,13,123
Z58344,514,103,15,0,0,7,21,0,60
Z58346,366,65,8,0,12,0,4,0,41
Z58348,405,88,4,0,4,0,36,0,44
Z58351,287,82,26,0,0,0,27,0,29
Z58356,969,163,41,10,9,0,35,0,68
Z58357,173,48,0,0,0,0,14,0,34
Z58366,474,48,0,0,0,0,0,0,48
Z58367,719,79,18,0,4,0,16,0,41
Z58368,2004,193,20,0,0,0,125,0,48
Z58377,155,26,0,0,0,3,2,0,21
Z58380,257,45,0,0,0,5,23,0,17
Z58381,178,72,2,0,0,1,55,0,14
Z58382,94,16,0,0,0,0,9,0,7
Z58384,317,70,0,0,0,0,38,0,32
Z58385,115,28,0,0,0,0,17,0,11
Z58401,8343,607,162,0,9,54,170,22,190
Z58413,795,264,67,0,5,6,83,0,103
Z58416,375,182,0,0,4,0,119,0,59
Z58418,221,71,0,0,0,5,15,0,51
Z58421,1396,150,27,0,0,0,14,0,109
Z58425,687,98,0,0,0,0,32,0,66
Z58426,94,21,0,0,0,0,0,0,21
Z58433,584,113,6,20,6,7,32,0,42
Z58436,1061,257,51,0,15,0,100,0,91
Z58438,363,66,5,0,0,13,7,0,41
Z58441,158,19,8,0,0,0,0,0,11
Z58442,357,114,0,0,0,4,57,0,53
Z58444,181,60,0,0,0,0,32,0,28
Z58451,123,38,3,0,5,0,9,0,21
Z58455,209,41,0,8,3,4,3,0,23
Z58456,343,127,4,0,0,12,57,0,54
Z58458,667,136,3,0,38,0,40,0,55
Z58460,181,80,0,0,5,2,36,0,37
Z58461,258,70,3,0,5,5,9,0,48
Z58466,201,34,0,0,14,0,10,0,10
Z58467,290,61,0,0,0,0,30,0,31
Z58472,195,32,0,0,0,0,13,0,19
Z58474,1244,123,0,13,10,0,20,0,80
Z58476,175,26,0,0,0,0,21,0,5
Z58480,142,30,0,0,0,0,8,0,22
Z58482,529,71,14,0,7,7,23,0,20
Z58483,217,98,6,0,0,0,43,0,49
Z58487,232,39,9,0,0,0,28,0,2
Z58490,139,14,0,0,0,5,9,0,0
Z58492,192,15,0,0,0,0,2,0,13
Z58494,183,44,0,7,5,1,10,0,21
Z58495,769,174,12,0,4,9,122,0,27
Z58497,146,16,0,0,9,0,0,0,7
Z58501,13791,541,80,22,32,34,298,0,75
Z58503,12261,426,71,41,116,0,86,0,112
Z58504,10994,451,136,48,94,53,118,0,2
Z58521,297,18,0,0,0,0,9,0,9
Z58529,387,105,4,0,0,4,25,0,72
Z58533,777,321,14,0,19,11,204,0,73
Z58540,1389,290,10,9,22,0,167,12,70
Z58541,234,18,0,0,0,5,10,0,3
Z58542,173,63,0,0,0,9,37,0,17
Z58544,340,65,0,11,0,0,18,6,30
Z58545,2049,519,10,11,0,13,352,25,108
Z58552,1148,300,24,0,18,15,189,0,54
Z58554,10985,612,0,57,73,27,194,0,261
Z58561,583,108,9,11,7,0,44,0,37
Z58568,224,54,0,0,0,1,10,0,43
Z58570,195,51,0,0,2,0,14,0,35
Z58572,167,28,0,0,0,0,17,0,11
Z58573,352,53,5,0,1,4,31,0,12
Z58575,576,158,12,0,6,6,96,7,31
Z58577,1015,160,0,0,0,10,63,9,78
Z58579,612,83,6,0,6,0,55,0,16
Z58581,181,64,0,0,0,4,38,0,22
Z58601,10967,1083,384,97,38,0,130,178,256
Z58621,713,110,10,0,8,7,36,0,49
Z58622,847,138,59,11,0,7,19,5,37
Z58623,1289,273,18,27,15,8,103,19,83
Z58626,196,40,5,0,0,4,20,4,7
Z58631,541,92,6,0,9,5,59,0,13
Z58632,114,21,5,0,0,0,0,0,16
Z58634,127,46,0,0,0,0,29,0,17
Z58636,580,246,5,0,9,16,163,8,45
Z58638,555,113,0,0,11,19,41,5,37
Z58639,1043,225,13,19,7,0,64,0,122
Z58640,773,199,0,10,8,0,73,41,67
Z58642,148,19,0,0,10,0,9,0,0
Z58646,677,168,35,0,19,0,71,0,43
Z58647,595,119,7,0,5,0,32,0,75
Z58650,255,69,4,0,9,0,35,0,21
Z58651,276,49,6,0,0,0,22,0,21
Z58652,560,55,0,0,0,7,9,0,39
Z58653,326,62,0,0,0,9,32,0,21
Z58655,213,19,11,0,0,0,3,0,5
Z58701,15623,2048,562,40,370,34,174,39,829
Z58703,9360,1357,382,133,182,53,170,0,437
Z58710,334,64,0,0,8,4,27,0,25
Z58716,58,5,0,0,0,0,3,0,2
Z58718,370,22,0,0,0,0,8,0,14
Z58721,355,82,0,0,5,3,30,0,44
Z58722,647,95,0,0,26,24,0,0,45
Z58730,861,214,0,31,21,0,88,13,61
Z58731,156,30,0,0,0,21,5,0,4
Z58733,169,33,0,0,0,0,8,0,25
Z58734,163,28,0,0,5,0,0,0,23
Z58736,332,71,9,0,2,0,46,0,14
Z58740,371,27,0,0,21,6,0,0,0
Z58741,277,16,0,0,2,0,14,0,0
Z58746,777,210,10,0,29,0,75,10,86
Z58748,115,53,0,0,0,2,25,0,26
Z58750,311,26,18,0,4,0,0,0,4
Z58752,91,12,3,0,0,0,0,0,9
Z58756,143,56,4,0,0,0,12,0,40
Z58757,591,324,11,3,0,7,256,3,44
Z58759,405,53,13,9,0,0,18,5,8
Z58761,484,91,13,7,2,0,63,0,6
Z58762,130,30,0,0,0,0,27,0,3
Z58763,1922,621,36,23,0,10,399,34,119
Z58769,154,66,5,0,0,0,10,2,49
Z58770,836,358,12,7,10,2,212,13,102
Z58771,334,68,0,15,0,0,11,0,42
Z58772,91,27,0,0,0,0,16,0,11
Z58773,441,84,5,4,0,0,54,0,21
Z58781,284,34,0,0,0,0,7,0,27
Z58782,204,44,4,4,6,0,28,0,2
Z58784,1325,232,26,26,0,14,83,7,76
Z58787,146,54,4,0,0,0,19,0,31
Z58789,210,69,19,0,0,0,17,0,33
Z58790,710,26,12,0,0,0,14,0,0
Z58793,325,55,9,0,7,0,32,0,7
Z58795,137,57,0,0,0,3,26,5,23
Z58801,12473,2012,368,228,138,31,701,151,395
