Zip_Code,Housing_Units,Occupied_Units,Vacant_Units
Z45642,0,0,0
Z45644,1808,1730,78
Z45645,1472,1325,147
Z45646,183,132,51
Z45647,979,834,145
Z45648,4954,4618,336
Z45650,163,140,23
Z45651,2751,2237,514
Z45652,1643,1517,126
Z45653,1999,1731,268
Z45654,433,369,64
Z45656,2987,2655,332
Z45657,1123,893,230
Z45658,1136,868,268
Z45659,1188,982,206
Z45660,3682,3124,558
Z45661,3246,2783,463
Z45662,13843,11808,2035
Z45663,2800,2395,405
Z45669,4519,3965,554
Z45671,229,171,58
Z45672,742,515,227
Z45673,189,142,47
Z45674,177,155,22
Z45678,577,511,66
Z45679,1322,1008,314
Z45680,5237,4611,626
Z45681,718,702,16
Z45682,1073,946,127
Z45684,844,782,62
Z45685,454,414,40
Z45686,1587,1275,312
Z45688,270,211,59
Z45690,6492,5627,865
Z45692,3977,3405,572
Z45693,3669,3138,531
Z45694,5104,4541,563
Z45695,343,277,66
Z45696,648,526,122
Z45697,2099,1949,150
Z45698,257,174,83
Z45701,12714,11005,1709
Z45710,2524,2246,278
Z45711,534,430,104
Z45714,4486,4196,290
Z45715,1192,1000,192
Z45716,218,168,50
Z45719,596,483,113
Z45721,47,23,24
Z45723,1553,1363,190
Z45724,841,709,132
Z45727,208,178,30
Z45729,529,449,80
Z45732,2091,1717,374
Z45734,348,196,152
Z45735,823,717,106
Z45740,223,186,37
Z45741,494,442,52
Z45742,1244,1200,44
Z45743,692,546,146
Z45744,1130,929,201
Z45745,594,500,94
Z45746,192,184,8
Z45750,12710,11374,1336
Z45760,1790,1378,412
Z45761,767,660,107
Z45764,3790,3184,606
Z45766,495,445,50
Z45767,1410,1171,239
Z45768,752,652,100
Z45769,3173,2721,452
Z45770,261,209,52
Z45771,1586,1388,198
Z45772,971,824,147
Z45773,98,98,0
Z45775,556,485,71
Z45776,299,271,28
Z45778,397,339,58
Z45779,285,240,45
Z45780,1647,1355,292
Z45782,190,139,51
Z45784,1357,1168,189
Z45786,1471,1366,105
Z45787,15,15,0
Z45788,622,474,148
Z45789,93,57,36
Z45801,9854,8329,1525
Z45804,7426,6088,1338
Z45805,10275,9402,873
Z45806,4947,4588,359
Z45807,4916,4610,306
Z45808,163,156,7
Z45809,49,49,0
Z45810,3118,2698,420
Z45812,900,737,163
Z45813,1523,1451,72
Z45814,1146,1107,39
Z45816,172,163,9
Z45817,2631,2436,195
Z45819,132,121,11
Z45820,201,174,27
Z45821,610,549,61
Z45822,9521,8068,1453
Z45826,156,155,1
Z45827,802,695,107
Z45828,2459,2396,63
Z45830,2470,2311,159
Z45831,1333,1278,55
Z45832,1268,1175,93
Z45833,4545,4225,320
Z45835,231,225,6
Z45836,689,583,106
Z45838,8,8,0
Z45840,24691,23235,1456
Z45841,324,310,14
Z45843,1639,1487,152
Z45844,1355,1298,57
Z45845,1121,1064,57
Z45846,1426,1408,18
Z45849,481,440,41
Z45850,1390,1270,120
Z45851,284,225,59
Z45853,546,538,8
Z45854,211,187,24
Z45855,81,77,4
Z45856,2075,1914,161
Z45858,1287,1171,116
Z45859,191,159,32
Z45860,793,746,47
Z45861,89,53,36
Z45862,626,602,24
Z45863,451,402,49
Z45864,70,66,4
Z45865,1896,1800,96
Z45866,141,103,38
Z45867,388,350,38
Z45868,277,254,23
Z45869,1829,1777,52
Z45870,67,67,0
Z45871,753,732,21
Z45872,1675,1562,113
Z45873,1043,834,209
Z45874,991,879,112
Z45875,4509,4331,178
Z45876,296,295,1
Z45877,850,815,35
Z45879,2863,2594,269
Z45880,1107,1006,101
Z45881,593,569,24
Z45882,1128,1077,51
Z45883,1283,1256,27
Z45884,62,62,0
Z45885,5831,5120,711
Z45886,264,240,24
Z45887,1716,1619,97
Z45888,108,103,5
Z45889,484,482,2
Z45890,246,221,25
Z45891,6747,6112,635
Z45894,295,230,65
Z45895,7635,7123,512
Z45896,862,826,36
Z45897,69,69,0
Z45898,581,475,106
Z45899,119,95,24
Z46001,4889,4275,614
Z46011,7481,6901,580
Z46012,8501,7572,929
Z46013,8979,8099,880
Z46016,9918,7376,2542
Z46017,2710,2431,279
Z46030,1378,1242,136
Z46031,879,830,49
Z46032,18723,17456,1267
Z46033,13086,12790,296
Z46034,2896,2748,148
Z46035,494,407,87
Z46036,5360,4550,810
Z46037,13599,13041,558
Z46038,16318,15820,498
Z46039,262,244,18
Z46040,4089,3840,249
Z46041,9677,8436,1241
Z46044,1240,1118,122
Z46045,54,27,27
Z46047,53,53,0
Z46048,813,725,88
Z46049,388,312,76
Z46050,651,623,28
Z46051,1276,1220,56
Z46052,9881,9066,815
Z46055,4099,3502,597
Z46056,952,899,53
Z46057,394,379,15
Z46058,845,778,67
Z46060,14728,13869,859
Z46062,12664,12040,624
Z46063,174,133,41
Z46064,5463,5063,400
Z46065,1299,1143,156
Z46068,1179,1090,89
Z46069,3200,2772,428
Z46070,1052,914,138
Z46071,1484,1356,128
Z46072,4219,3903,316
Z46074,10631,10244,387
Z46075,1606,1498,108
Z46076,763,706,57
Z46077,9944,9516,428
Z46103,64,59,5
Z46104,411,388,23
Z46105,986,803,183
Z46106,2637,2343,294
Z46107,5175,4808,367
Z46110,186,186,0
Z46111,137,123,14
Z46112,12978,12681,297
Z46113,5635,5165,470
Z46115,819,763,56
Z46117,254,243,11
Z46118,2012,1864,148
Z46120,2493,2171,322
Z46121,2432,2179,253
Z46122,5877,5629,248
Z46123,12325,11751,574
Z46124,3008,2781,227
Z46125,24,24,0
Z46126,2107,1994,113
Z46127,184,139,45
Z46128,708,694,14
Z46130,967,941,26
Z46131,12518,11343,1175
Z46133,313,247,66
Z46135,7406,6241,1165
Z46140,16078,14717,1361
Z46142,12195,11254,941
Z46143,21094,19496,1598
Z46144,83,83,0
Z46146,32,32,0
Z46147,1500,1403,97
Z46148,2380,2020,360
Z46149,928,882,46
Z46150,292,251,41
Z46151,12531,11328,1203
Z46155,52,29,23
Z46156,658,615,43
Z46157,1418,1370,48
Z46158,9297,8653,644
Z46160,2748,2280,468
Z46161,1134,1051,83
Z46162,178,178,0
Z46163,4379,4219,160
Z46164,2723,1631,1092
Z46165,562,537,25
Z46166,905,870,35
Z46167,2122,2030,92
Z46168,12834,11774,1060
Z46171,796,610,186
Z46172,1107,980,127
Z46173,4884,4576,308
Z46175,229,205,24
Z46176,12240,10795,1445
Z46180,309,290,19
Z46181,1857,1623,234
Z46182,676,539,137
Z46183,62,62,0
Z46184,4870,4518,352
Z46186,669,633,36
Z46201,16926,12166,4760
Z46202,10507,8697,1810
Z46203,17394,14208,3186
Z46204,3576,3222,354
Z46205,14155,11473,2682
Z46208,12167,8918,3249
Z46214,11921,10150,1771
Z46216,1135,1072,63
Z46217,12501,12015,486
Z46218,15153,11522,3631
Z46219,16751,14661,2090
Z46220,17529,16312,1217
Z46221,10509,9339,1170
Z46222,15507,12112,3395
Z46224,16955,14345,2610
Z46225,3653,2685,968
Z46226,20765,17395,3370
Z46227,25778,23279,2499
Z46228,6450,5801,649
Z46229,11483,10198,1285
Z46231,3819,3557,262
Z46234,10505,9562,943
Z46235,13609,11513,2096
Z46236,10206,9836,370
Z46237,16514,15283,1231
Z46239,10121,9434,687
Z46240,10284,9230,1054
Z46241,12465,10979,1486
Z46250,9665,8900,765
Z46254,16510,14802,1708
Z46256,10790,10188,602
Z46259,3886,3703,183
Z46260,15064,13197,1867
Z46268,11710,11039,671
Z46278,2959,2680,279
Z46280,3221,3036,185
Z46290,111,111,0
Z46301,503,293,210
Z46303,5502,4949,553
Z46304,9892,9276,616
Z46307,23741,22587,1154
Z46310,5418,4835,583
Z46311,7901,7608,293
Z46312,13376,10106,3270
Z46319,7346,6807,539
Z46320,6311,5159,1152
Z46321,9186,8659,527
Z46322,9917,9441,476
Z46323,9107,8226,881
Z46324,9385,8286,1099
Z46327,4463,3721,742
Z46340,387,356,31
Z46341,3865,3687,178
Z46342,12894,12165,729
Z46345,114,103,11
Z46346,623,564,59
Z46347,1875,1739,136
Z46348,454,431,23
Z46349,1346,1274,72
Z46350,18598,17164,1434
Z46356,6472,5987,485
Z46360,21113,17858,3255
Z46365,471,414,57
Z46366,2397,2166,231
Z46368,16119,14832,1287
Z46371,1631,1420,211
Z46373,5284,5209,75
Z46374,470,399,71
Z46375,9836,9269,567
Z46376,140,130,10
Z46377,170,170,0
Z46379,123,123,0
Z46381,46,46,0
Z46382,818,761,57
Z46383,16432,15109,1323
Z46385,15074,14471,603
Z46390,1273,1168,105
Z46391,2261,2048,213
Z46392,3262,2957,305
Z46393,217,117,100
Z46394,5557,4642,915
Z46402,3853,2580,1273
Z46403,6817,5532,1285
Z46404,8562,6704,1858
Z46405,4513,3968,545
Z46406,4519,3783,736
Z46407,7501,4915,2586
Z46408,8087,5998,2089
Z46409,4477,2926,1551
Z46410,16368,15165,1203
Z46501,1514,1318,196
Z46502,101,101,0
Z46504,1505,1415,90
Z46506,3754,3507,247
Z46507,3911,3466,445
Z46508,74,57,17
Z46510,1872,1365,507
Z46511,2641,1717,924
Z46514,17841,15722,2119
Z46516,13764,11793,1971
Z46517,9189,8387,802
Z46524,929,839,90
Z46526,12204,11463,741
Z46528,8789,8231,558
Z46530,11262,10848,414
Z46531,573,573,0
Z46532,835,788,47
Z46534,5621,4307,1314
Z46536,1554,1376,178
Z46537,225,192,33
Z46538,2693,1506,1187
Z46539,894,771,123
Z46540,3796,3581,215
Z46542,1640,1445,195
Z46543,1036,989,47
Z46544,13762,12549,1213
Z46545,12301,10507,1794
Z46550,4528,4102,426
Z46552,2991,2695,296
Z46553,1072,1072,0
Z46554,2148,1975,173
Z46555,2200,1208,992
Z46556,309,251,58
Z46561,5149,4944,205
Z46562,2243,1972,271
Z46563,9901,8785,1116
Z46565,2448,2261,187
Z46567,5778,3825,1953
Z46570,482,398,84
Z46571,1468,1421,47
Z46573,1360,1281,79
Z46574,4055,3164,891
Z46580,9107,8375,732
Z46582,5669,4652,1017
Z46590,1938,1670,268
Z46595,44,44,0
Z46601,2943,2510,433
Z46613,4829,3814,1015
Z46614,13687,12563,1124
Z46615,7045,6005,1040
Z46616,2934,2308,626
Z46617,4666,3789,877
Z46619,8567,7428,1139
Z46628,11601,9961,1640
Z46635,2869,2547,322
Z46637,7401,6451,950
Z46701,3543,3167,376
Z46702,1061,997,64
Z46703,9181,6742,2439
Z46704,22,22,0
Z46705,767,619,148
Z46706,8036,7526,510
Z46710,1734,1594,140
Z46711,2728,2454,274
Z46714,6341,5811,530
Z46721,2069,1897,172
Z46723,3163,2973,190
Z46725,10229,9286,943
Z46730,606,472,134
Z46731,216,216,0
Z46732,1414,1140,274
Z46733,7993,7469,524
Z46737,4957,3031,1926
Z46738,3242,3069,173
Z46740,1373,1300,73
Z46741,1567,1490,77
Z46742,2136,1378,758
Z46743,755,719,36
Z46745,820,797,23
Z46746,1791,1487,304
Z46747,1690,1215,475
Z46748,2038,1953,85
Z46750,11467,10415,1052
Z46755,6558,6178,380
Z46759,179,149,30
Z46760,591,579,12
Z46761,4664,3869,795
Z46763,741,687,54
Z46764,506,419,87
Z46765,1858,1764,94
Z46766,275,275,0
Z46767,2847,2677,170
Z46770,1149,1072,77
Z46771,0,0,0
Z46772,900,866,34
Z46773,1421,1283,138
Z46774,6557,6327,230
Z46776,923,555,368
Z46777,2600,2454,146
Z46779,1107,921,186
Z46781,353,329,24
Z46783,2572,2340,232
Z46784,1344,882,462
Z46785,594,574,20
Z46786,66,66,0
Z46787,1563,1423,140
Z46788,1155,1109,46
Z46791,402,398,4
Z46792,1658,1545,113
Z46793,1595,1517,78
Z46794,797,599,198
Z46795,3490,2328,1162
Z46797,1542,1481,61
Z46798,690,643,47
Z46799,98,84,14
Z46802,5797,4566,1231
Z46803,4382,3472,910
Z46804,12243,11720,523
Z46805,10131,8730,1401
Z46806,10370,8526,1844
Z46807,6751,5898,853
Z46808,8786,7835,951
Z46809,4209,3773,436
Z46814,4313,4233,80
Z46815,11270,10454,816
Z46816,8514,7576,938
Z46818,7881,7582,299
Z46819,4064,3782,282
Z46825,12782,12076,706
Z46835,14828,14020,808
Z46845,8097,7743,354
Z46901,18482,16014,2468
Z46902,16956,15381,1575
Z46910,1450,1163,287
Z46911,598,476,122
Z46913,460,434,26
Z46914,700,585,115
Z46915,334,287,47
Z46917,839,734,105
Z46919,1033,972,61
Z46920,375,350,25
Z46922,8,8,0
Z46923,3436,3194,242
Z46926,756,680,76
Z46928,2042,1803,239
Z46929,1500,1221,279
Z46930,48,36,12
Z46931,76,72,4
Z46932,1598,1429,169
Z46933,2914,2549,365
Z46936,2546,2346,200
Z46938,1338,1177,161
Z46939,962,763,199
Z46940,1057,1014,43
Z46941,457,415,42
Z46943,63,63,0
Z46946,34,34,0
Z46947,11878,10564,1314
Z46950,332,291,41
Z46951,1048,717,331
Z46952,9412,8574,838
Z46953,10294,8652,1642
Z46957,261,223,38
Z46958,211,211,0
Z46959,224,187,37
Z46960,495,411,84
Z46961,74,62,12
Z46962,4011,3638,373
Z46967,67,54,13
Z46968,58,58,0
Z46970,10193,8627,1566
Z46974,699,625,74
Z46975,6827,5751,1076
Z46978,949,846,103
Z46979,1823,1734,89
Z46982,1119,917,202
Z46984,119,119,0
Z46985,693,555,138
Z46986,988,750,238
Z46987,323,295,28
Z46988,346,346,0
Z46989,1502,1343,159
Z46990,321,321,0
Z46991,867,742,125
Z46992,7543,6876,667
Z46994,1185,1026,159
Z46996,3259,2783,476
Z46998,74,74,0
Z47001,4692,4227,465
Z47003,458,417,41
Z47006,4681,4350,331
Z47010,172,146,26
Z47011,356,241,115
Z47012,4379,4003,376
Z47016,326,326,0
Z47017,173,135,38
Z47018,1958,1674,284
Z47020,644,538,106
Z47022,1156,1146,10
Z47023,597,556,41
Z47024,1322,1191,131
Z47025,9115,8403,712
Z47030,616,567,49
Z47031,2293,2118,175
Z47032,1207,1131,76
Z47034,74,55,19
Z47035,163,163,0
Z47036,364,345,19
Z47037,2055,1790,265
Z47038,876,656,220
Z47040,2403,2102,301
Z47041,2460,2250,210
Z47042,1864,1673,191
Z47043,2616,2079,537
Z47060,2584,2464,120
Z47102,3261,2907,354
Z47104,16,16,0
Z47106,2028,1636,392
Z47108,1067,822,245
Z47110,223,183,40
Z47111,6160,5453,707
Z47112,7168,6464,704
Z47114,137,133,4
Z47115,1111,884,227
Z47116,450,307,143
Z47117,1837,1518,319
Z47118,1668,1380,288
Z47119,4252,3952,300
Z47120,327,317,10
Z47122,4047,3789,258
Z47123,52,52,0
Z47124,1428,1350,78
Z47125,678,590,88
Z47126,1756,1496,260
Z47129,9325,8217,1108
Z47130,20335,17544,2791
Z47135,647,552,95
Z47136,1682,1653,29
Z47137,696,502,194
Z47138,1809,1722,87
Z47140,1037,878,159
Z47141,715,609,106
Z47142,452,391,61
Z47143,1142,1081,61
Z47145,891,731,160
Z47147,442,442,0
Z47150,21860,19346,2514
Z47160,21,13,8
Z47161,1504,1245,259
Z47162,326,311,15
Z47163,698,690,8
Z47164,1599,1389,210
Z47165,2746,2366,380
Z47166,647,557,90
Z47167,6471,5739,732
Z47170,6497,5325,1172
Z47172,6153,5891,262
Z47175,455,334,121
Z47177,440,425,15
Z47201,18656,16850,1806
Z47203,11086,10404,682
Z47220,2309,2104,205
Z47223,742,643,99
Z47224,241,218,23
Z47226,100,87,13
Z47227,797,750,47
Z47229,1345,1176,169
Z47230,657,632,25
Z47231,533,442,91
Z47232,1133,996,137
Z47234,611,577,34
Z47235,648,525,123
Z47240,8969,8170,799
Z47243,2076,1863,213
Z47244,329,292,37
Z47246,1838,1697,141
Z47247,68,55,13
Z47250,10507,9238,1269
Z47260,724,643,81
Z47263,83,67,16
Z47264,746,680,66
Z47265,8899,7764,1135
Z47270,238,228,10
Z47272,926,776,150
Z47273,671,609,62
Z47274,12900,11546,1354
Z47280,314,314,0
Z47281,658,583,75
Z47282,149,119,30
Z47283,1407,1180,227
Z47302,13400,11493,1907
Z47303,11584,10112,1472
Z47304,14239,12888,1351
Z47305,2560,1692,868
Z47306,12,4,8
Z47320,1795,1682,113
Z47324,75,69,6
Z47325,238,214,24
Z47326,689,625,64
Z47327,2004,1799,205
Z47330,2406,2210,196
Z47331,10463,9039,1424
Z47334,1426,1334,92
Z47335,368,310,58
Z47336,1724,1433,291
Z47337,85,71,14
Z47338,1318,1092,226
Z47339,270,259,11
Z47340,1358,1205,153
Z47341,905,833,72
Z47342,1354,1254,100
Z47344,46,38,8
Z47345,559,518,41
Z47346,1751,1607,144
Z47348,4646,4042,604
Z47351,154,131,23
Z47352,386,364,22
Z47353,2516,2344,172
Z47354,518,435,83
Z47355,1271,1156,115
Z47356,2409,2168,241
Z47357,518,466,52
Z47358,451,406,45
Z47359,1430,1239,191
Z47360,566,527,39
Z47361,95,70,25
Z47362,13072,10902,2170
Z47367,45,45,0
Z47368,1409,1207,202
Z47369,633,551,82
Z47371,5403,4860,543
Z47373,995,874,121
Z47374,21952,18767,3185
Z47380,824,726,98
Z47381,56,56,0
Z47382,112,80,32
Z47383,1280,1080,200
Z47384,828,712,116
Z47385,673,604,69
Z47386,536,518,18
Z47387,260,251,9
Z47388,159,131,28
Z47390,2447,2151,296
Z47393,599,522,77
Z47394,3656,3396,260
Z47396,3027,2824,203
Z47401,18883,17055,1828
Z47403,14619,13570,1049
Z47404,10202,9061,1141
Z47405,3,3,0
Z47406,0,0,0
Z47408,10771,9712,1059
Z47420,67,32,35
Z47421,12822,11265,1557
Z47424,4373,3599,774
Z47427,516,440,76
Z47429,3773,3550,223
Z47431,640,535,105
Z47432,2199,1936,263
Z47433,1787,1548,239
Z47434,18,18,0
Z47436,736,609,127
Z47437,0,0,0
Z47438,2303,1826,477
Z47441,4278,3691,587
Z47443,562,481,81
Z47446,4757,4317,440
Z47448,4133,3126,1007
Z47449,185,177,8
Z47451,526,476,50
Z47452,2096,1832,264
Z47453,253,180,73
Z47454,3635,3039,596
Z47455,11,0,11
Z47456,554,472,82
Z47457,58,47,11
Z47458,0,0,0
Z47459,1719,1500,219
Z47460,5019,4497,522
Z47462,1826,1732,94
Z47464,98,89,9
Z47465,293,260,33
Z47467,15,15,0
Z47468,815,484,331
Z47469,886,722,164
Z47470,888,715,173
Z47471,1081,929,152
Z47501,7438,6734,704
Z47512,1976,1558,418
Z47513,1447,945,502
Z47514,108,108,0
Z47515,427,341,86
Z47516,624,543,81
Z47519,198,192,6
Z47520,1585,1262,323
Z47521,278,249,29
Z47522,141,109,32
Z47523,1452,1286,166
Z47524,209,155,54
Z47525,181,129,52
Z47527,840,769,71
Z47528,296,200,96
Z47529,532,447,85
Z47531,370,345,25
Z47532,1866,1812,54
Z47535,249,181,68
Z47536,0,0,0
Z47537,327,313,14
Z47541,539,517,22
Z47542,3712,3520,192
Z47546,9117,8171,946
Z47550,336,293,43
Z47551,360,327,33
Z47552,72,72,0
Z47553,3429,3233,196
Z47557,633,572,61
Z47558,1310,1250,60
Z47561,648,522,126
Z47562,1685,1604,81
Z47564,709,640,69
Z47567,2527,2282,245
Z47568,349,321,28
Z47574,93,66,27
Z47575,460,453,7
Z47576,90,90,0
Z47577,479,479,0
Z47578,363,302,61
Z47579,1095,991,104
Z47580,118,118,0
Z47581,1935,1599,336
Z47584,110,83,27
Z47585,217,188,29
Z47586,5182,4557,625
Z47588,335,273,62
Z47590,381,263,118
Z47591,11557,10371,1186
Z47596,52,52,0
Z47597,461,394,67
Z47598,1524,1334,190
Z47601,6257,5552,705
Z47610,2192,1940,252
Z47611,594,486,108
Z47612,400,358,42
Z47613,1141,1023,118
Z47615,681,541,140
Z47616,191,128,63
Z47619,679,605,74
Z47620,5732,5045,687
Z47630,13849,13192,657
Z47631,881,692,189
Z47633,1304,1223,81
Z47634,1025,886,139
Z47635,2532,2264,268
Z47637,562,505,57
Z47638,1605,1521,84
Z47639,1639,1476,163
Z47640,450,391,59
Z47648,1946,1821,125
Z47649,636,568,68
Z47654,23,21,2
Z47660,2277,2042,235
Z47665,1421,1269,152
Z47666,820,662,158
Z47670,5414,4786,628
Z47683,57,53,4
Z47708,261,199,62
Z47710,9451,8063,1388
Z47711,14423,12871,1552
Z47712,11388,10422,966
Z47713,6036,4579,1457
Z47714,15297,13515,1782
Z47715,13772,12729,1043
Z47720,7737,7045,692
Z47725,6247,6008,239
Z47802,14653,13044,1609
Z47803,9395,8116,1279
Z47804,5322,4537,785
Z47805,5398,4757,641
Z47807,6185,5044,1141
Z47809,0,0,0
Z47832,429,399,30
Z47833,557,511,46
Z47834,8688,7583,1105
Z47836,13,13,0
Z47837,516,450,66
Z47838,819,687,132
Z47840,809,683,126
Z47841,962,807,155
Z47842,4751,4165,586
Z47846,241,199,42
Z47847,458,379,79
Z47848,855,705,150
Z47849,184,162,22
Z47850,1144,981,163
Z47853,69,55,14
Z47854,362,341,21
Z47855,198,136,62
Z47857,195,178,17
Z47858,277,277,0
Z47859,463,403,60
Z47860,130,112,18
Z47861,235,208,27
Z47862,685,548,137
Z47863,90,90,0
Z47865,83,64,19
Z47866,233,189,44
Z47868,1576,1207,369
Z47869,78,46,32
Z47871,86,74,12
Z47872,3920,2731,1189
Z47874,1609,1424,185
Z47876,0,0,0
Z47879,1640,1442,198
Z47880,32,32,0
Z47881,173,162,11
Z47882,3838,3331,507
Z47884,67,57,10
Z47885,3846,3479,367
Z47901,2329,1959,370
Z47904,7536,6912,624
Z47905,17894,16996,898
Z47906,24876,22791,2085
Z47907,0,0,0
Z47909,17160,16022,1138
Z47916,36,21,15
Z47917,223,177,46
Z47918,2744,2441,303
Z47920,889,845,44
Z47921,522,440,82
Z47922,668,530,138
Z47923,1489,1342,147
Z47924,54,54,0
Z47925,113,88,25
Z47926,358,344,14
Z47928,909,804,105
Z47929,251,242,9
Z47930,559,471,88
Z47932,2293,2107,186
Z47933,12241,10906,1335
Z47940,595,497,98
Z47941,560,519,41
Z47942,336,304,32
Z47943,389,361,28
Z47944,1578,1375,203
Z47946,872,806,66
Z47948,669,548,121
Z47949,704,622,82
Z47950,364,291,73
Z47951,989,914,75
Z47952,1555,1180,375
Z47954,1002,901,101
Z47955,461,372,89
Z47957,841,734,107
Z47958,102,89,13
Z47959,1407,1052,355
Z47960,9904,6240,3664
Z47963,878,752,126
Z47964,61,61,0
Z47965,217,203,14
Z47966,203,181,22
Z47967,309,261,48
Z47968,356,284,72
Z47969,89,72,17
Z47970,906,833,73
Z47971,853,774,79
Z47974,583,478,105
Z47975,285,275,10
Z47977,872,786,86
Z47978,4473,4095,378
Z47980,464,428,36
Z47981,357,308,49
Z47982,78,67,11
Z47983,154,154,0
Z47987,1592,1544,48
Z47989,606,520,86
Z47990,749,694,55
Z47991,507,482,25
Z47992,636,580,56
Z47993,1655,1487,168
Z47994,205,164,41
Z47995,634,594,40
Z47997,67,59,8
Z48001,6295,5311,984
Z48002,1348,1233,115
Z48003,2314,2224,90
Z48005,2047,1980,67
Z48006,1521,1477,44
Z48009,9529,8835,694
Z48014,1638,1498,140
Z48015,4032,3694,338
Z48017,5734,5472,262
Z48021,13572,12258,1314
Z48022,979,933,46
Z48023,2255,1975,280
Z48025,5976,5706,270
Z48026,6609,6181,428
Z48027,1360,1281,79
Z48028,1500,550,950
Z48030,7948,6958,990
Z48032,887,829,58
Z48033,8534,7601,933
Z48034,8196,7092,1104
Z48035,15658,14516,1142
Z48036,9960,9238,722
Z48038,20206,19056,1150
Z48039,3509,3169,340
Z48040,4459,4208,251
Z48041,1764,1665,99
Z48042,9875,9661,214
Z48043,7574,6636,938
Z48044,18704,18328,376
Z48045,12221,11086,1135
Z48047,16012,15262,750
Z48048,2697,2453,244
Z48049,2221,2083,138
Z48050,746,722,24
Z48051,6465,5971,494
Z48054,3077,2830,247
Z48059,7071,6056,1015
Z48060,18154,16334,1820
Z48062,3838,3504,334
Z48063,1617,1450,167
Z48064,1515,1403,112
Z48065,4233,3952,281
Z48066,21398,19819,1579
Z48067,12858,12313,545
Z48069,1154,1109,45
Z48070,2548,2457,91
Z48071,13735,12855,880
Z48072,6996,6573,423
Z48073,17324,16067,1257
Z48074,3985,3665,320
Z48075,10210,9159,1051
Z48076,10612,9934,678
Z48079,5234,4864,370
Z48080,11426,10652,774
Z48081,9414,8953,461
Z48082,7641,7176,465
Z48083,9493,9061,432
Z48084,6954,6396,558
Z48085,8695,8294,401
Z48088,9992,9375,617
Z48089,13852,11875,1977
Z48091,13627,11849,1778
Z48092,11191,10512,679
Z48093,10646,9882,764
Z48094,7314,6812,502
Z48095,1976,1853,123
Z48096,1631,1556,75
Z48097,2183,1949,234
Z48098,7366,7061,305
Z48101,11342,10580,762
Z48103,24188,22935,1253
Z48104,16832,15521,1311
Z48105,15782,14972,810
Z48108,11349,10903,446
Z48109,0,0,0
Z48111,18457,16493,1964
Z48114,8024,7620,404
Z48116,11591,10766,825
Z48117,4087,3698,389
Z48118,5565,5196,369
Z48120,2620,2264,356
Z48122,4544,4136,408
Z48124,13600,12479,1121
Z48125,8538,7551,987
Z48126,14515,12783,1732
Z48127,13721,13095,626
Z48128,4139,3976,163
Z48130,5861,5489,372
Z48131,3116,2884,232
