City,State,No_of_Zip_Codes,Sum_Population,Mean_No_Diploma,Mean_Vacancy,Mean_No_Job,Mean_Poverty,Mean_Med_Inc,Mean_Chg_Job,Mean_Chg_Biz,Mean_DCI_Percentile,Mean_White,Mean_Hispanic,Mean_Black,Mean_Asian,Mean_Mixed_Other,Sum_Area_Land,Sum_Area_Water
Elma,WA,1,10041,12.6,8.9,41.4,19.8,75.6,35,5.5,62,90.7,3.9,0.1,0.3,5,211.416,1.756
Elmendorf,TX,1,7665,26.8,6.9,36,16.8,99.9,331.9,15.8,44.7,32.3,64.4,1.6,0,1.7,50.516,2.318
Elmer,LA,1,1327,17.4,19.5,30.1,7.7,95,-27.3,42.9,61.6,20,0,0,3.8,76.2,57.8,0.2
Elmer,NJ,1,12150,12.7,7.8,26.2,6.7,99.1,1.7,4.4,39.7,87.7,2.1,7.8,0.7,1.7,79.581,1.06
Elmhurst,IL,1,47403,4.6,5.6,21,3.2,165.8,8.5,3.1,8.2,90.3,4,0.8,3.5,1.4,11.108,0.112
Elmhurst,NY,1,98554,28.4,5.6,27.8,20.6,80.3,7.5,10.5,59.6,13.6,42.9,1.4,38.8,3.3,1.522,0
Elmira,MI,1,1918,13.5,6,35.9,17.9,96.5,-17.4,16.7,59.2,95.7,1,0.2,0,3.1,93.422,0.388
Elmira,OR,1,2530,10.5,2.2,34.2,11.6,99.4,19.7,0,34.5,95.2,2.6,0,0,2.2,22.152,1.859
Elmo,MT,1,508,13.5,1.7,45.8,6.9,59,50,50,32.4,69.5,0,0,0,30.5,33.667,3.728
Elmo,UT,1,709,13.6,8.8,35,9.7,89.5,0,0,63.4,97.1,2.3,0,0.6,0,57.278,0.572
Elmont,NY,1,45406,13.5,4.3,22.5,7.6,151.6,-3.5,2.5,27.3,38.5,12.9,33.7,9.2,5.7,4.153,0.044
Elmore City,OK,1,2916,13.2,15.5,31.2,15.3,90.6,102,14.6,47.3,87.8,3.3,0.6,0.5,7.8,164.548,0.89
Elmore,AL,1,7185,27,3.2,69.8,18,105.1,8.3,-2.5,67.2,51.7,0.7,45.7,0,1.9,14.418,0.488
Elmore,MN,1,903,13.3,14.2,26.3,13.2,65,-70.1,-18.8,88.4,90.7,5.8,2.5,0,1,77.97,0.062
Elmore,OH,1,2837,2.5,5.7,29.9,9.7,118.7,-0.3,2.1,28.9,96.2,3.6,0.1,0,0.1,27.478,0.114
Elmsford,NY,1,8752,16,10.7,18.3,9.3,147.4,-4.7,0.9,41.6,41.9,19.9,25.6,9,3.6,3.615,0.002
Elmwood Park,IL,1,43005,15.5,7,27.6,12.2,95,-3.4,6.2,52.2,70.4,19,5.9,2.2,2.5,3.608,0
Elmwood Park,NJ,1,19959,12.3,3.3,20.5,9.5,99.7,15.3,6,20.2,72.8,13.6,1.1,8.5,4,2.643,0.082
Elmwood,IL,1,2860,5.8,6.8,22.6,2.8,113.8,-0.2,-8.8,29.9,0,1,0.1,0.5,98.4,64.041,0.345
Elmwood,NE,1,1151,4.7,12.1,18.7,3.6,130.3,14.4,21.7,8.6,0,7.4,0,2.9,89.7,50.292,0.18
Elmwood,TN,1,1176,12.7,12.2,34,11.4,94.2,0,0,67,96.4,0,0.3,0,3.3,33.987,3.875
Elmwood,WI,1,1984,8.9,6.2,14.9,10.5,97.1,13.7,13.9,17.1,99.1,0.2,0,0,0.7,90.939,0.235
Elnora,IN,1,1021,16.1,14.8,32.2,19.3,77.9,12.3,0,76.8,96.8,2,0,0,1.2,31.622,0.349
Elon,NC,1,14168,12.7,7.9,26.1,16.3,101.1,12.5,5,43.2,84.4,1.8,12.5,0.4,0.9,50.459,0.65
Elora,TN,1,1068,23.7,2.3,40.2,18,55.1,-13.8,0,83.1,91.7,5.7,0.8,0,1.8,30.06,0.015
Eloy,AZ,1,17877,34.7,12.1,75.9,34.8,62.9,4327.7,700,76.4,20,64.6,6.5,2.4,6.5,269.591,0.287
Elrod,AL,1,739,5,21.2,29.5,16,135.4,0,0,53.5,100,0,0,0,0,25.563,0.494
Elroy,WI,1,2788,12.9,10.6,26.4,17.9,86.4,0.4,-9.8,74.2,98.7,0.3,0,0.1,0.9,79.962,0.053
Elsa,TX,1,9162,36.5,11.7,31.1,35.6,51.7,56.1,-2.2,84.5,1.5,96.7,0.4,1.5,0,5.95,0
Elsah,IL,1,1324,0.6,8.4,29.2,3.3,117.7,0,0,28,89.9,0.6,4.5,0,5,5.902,0.911
Elsberry,MO,1,4248,19,14.1,34.3,14.3,93.2,-7.9,-11,86.3,0,2.2,0.2,1.1,96.5,110.626,3.965
Elsie,MI,1,3610,12.7,7,39.6,17,93.7,-23,-20.8,82.2,96,2.3,0.1,0.1,1.5,72.789,0.245
Elsinore,UT,1,1089,14.8,7.5,42.8,18.8,66.8,11.9,-7.7,80.6,88.1,9,0,0.2,2.7,3.862,0
Elton,LA,1,2542,25.7,12,28.9,16.2,92.5,5.5,18.2,61.9,9.3,1.7,3.1,9.8,76.1,97.66,0.078
Eltopia,WA,1,1070,38.4,11.6,12.3,20.8,64.3,11.7,-5.6,75.4,82.8,17.2,0,0,0,77.052,0
Elverson,PA,1,5632,8.5,4.6,21,4.2,123.4,5.7,7.5,12.3,97.3,0.4,0.6,0.7,1,37.334,0.477
Elverta,CA,1,6308,14.3,2.8,26.5,10.7,97.8,-8.8,9.5,38.7,72.5,14.4,1.5,3.7,7.9,23.148,0
Elwell,MI,1,1349,8.6,11.2,30.4,20.1,96.9,-36.4,12.5,62.7,94.1,3,2,0,0.9,25.923,0.165
Elwood,IL,1,3954,3.8,8,27.9,10.9,121.7,29.7,-1.2,25.4,94,3,1.2,0.9,0.9,40.761,0.16
Elwood,IN,1,11439,15.3,15.1,33,16.9,84.2,4.7,0.6,76.5,97.7,0.6,0,0.8,0.9,78.632,0
Elwood,KS,1,821,11.8,10.7,26.8,17.2,70,9.8,13.8,55.7,0.8,9.2,2.5,4.3,83.2,4.477,0.698
Elwood,NE,1,1689,5.7,4.4,16.2,6.5,98.2,6.3,5.6,13.4,0.6,3.1,0.5,1.1,94.7,158.633,5.582
Ely,IA,1,3035,1.3,0,10.4,2.4,162.2,-27.7,-3.3,11.3,98.9,0.2,0,0,0.9,28.844,0.505
Ely,MN,1,5797,5.4,5.8,27.6,11.1,73.6,-2.3,1.6,46.4,96.7,0.5,0.1,0.5,2.2,841.633,170.763
Ely,NV,1,7547,17.5,15.6,47.6,12.3,110.2,18,-7.2,71.9,77.9,11.5,5.6,0.6,4.4,1944.556,12.634
Elyria,OH,1,63689,12.3,7.9,29.5,20.4,87.1,-2,-2.9,71.3,82,2.5,12.7,0.2,2.6,47.754,0.496
Elysburg,PA,1,3631,8.1,11.6,24.3,5.3,97.7,-1.2,-4.7,47.4,96.6,0.6,0.4,1.4,1,26.41,0.13
Elysian,MN,1,1307,8.2,3,25.9,5.1,111.8,-1.8,0,26.6,99.7,0,0,0.1,0.2,22.185,4.913
Embarrass,MN,1,1318,8.5,6.7,29.6,6.8,85,-31.4,-13.6,62.1,98,0.2,0,0.4,1.4,179.518,2.631
Emden,IL,1,593,6.4,13.1,29.2,10.3,105.4,21.6,9.1,31.7,0.1,0.2,0,0.6,99.1,39.168,0
Emelle,AL,1,959,30.6,16.1,48,26.7,81.6,14.3,14.3,81.6,28.4,3.3,63,0.4,4.9,136.627,1.46
Emerado,ND,1,824,8.1,13.2,17.3,11.4,104.2,4.8,-4.8,44.3,91.4,1.9,1.9,0.7,4.1,104.538,0.127
Emerald Isle,NC,1,3708,4,13.8,36.9,10.8,133,4,-7.9,52.9,96.6,0,0.1,0.4,2.9,5.727,14.748
Emerson,AR,1,1309,23.9,19.7,27.1,11.6,77.5,33.3,7.7,59.8,33.4,0.8,1.5,24.7,39.6,184.502,0.091
Emerson,GA,1,1470,21.3,10.5,25.3,10.5,94.9,50,50,34,75.6,12.9,9.1,1,1.4,3.957,0.007
Emerson,IA,1,894,8.2,7.9,26,6.4,104.6,5.5,0,34,96.7,2.5,0,0,0.8,82.476,0.011
Emerson,NE,1,1409,10,9.7,13.7,16.3,94.7,-13.6,-13.6,61.8,93.1,5,0,0,1.9,99.173,0.101
Emerson,NJ,1,7586,8.2,4.6,20.9,7.8,143.4,8.9,0.5,16.3,85.7,4.5,0.3,8.2,1.3,2.231,0.19
Emery,SD,1,774,4.3,8.8,13.1,9.8,102.6,-43.1,3.6,33.2,95.9,0,0,0.5,3.6,102.962,0.063
Emeryville,CA,1,28125,8.1,10.3,23.6,16.6,95.3,14.7,5,39.8,22,9.8,50.8,11.9,5.5,2.729,0.667
Emigrant,MT,1,764,1,30,26.3,10.1,82.3,35.6,7.5,34.6,99.7,0.2,0,0,0.1,215.608,1.162
Emily,MN,1,1051,9.6,4.6,29.6,6.4,64.2,-7.8,-16.3,61.8,95,1,0,2.5,1.5,98.392,9.854
Eminence,KY,1,3789,23.2,8.3,33.6,22.3,82.5,3.6,8.3,72.2,86,3,8.8,0,2.2,37.513,0.968
Eminence,MO,1,1598,13.3,11.9,41.2,19.4,62.4,8.7,7.3,76.3,0,0.9,0,0.9,98.2,186.793,0.048
Emlenton,PA,1,3298,10.6,7.2,27.8,14.1,89.8,15.2,4.7,41.7,98.5,0.4,0.3,0,0.8,80.02,2.577
Emmalena,KY,1,709,11.5,5.4,35.1,14.8,96,93.7,28.6,29.6,97,0,0,0,3,17.874,0.081
Emmaus,PA,1,17667,6.9,5.2,18.9,6.9,119.4,5.2,-1.8,20.4,96,0.9,0.9,1.1,1.1,14.994,0.06
Emmet,AR,1,1366,12.8,17,29.5,24.1,95.6,-9.1,-9.1,85.4,86.8,0,13.1,0,0.1,82.231,0.327
Emmetsburg,IA,1,4619,7.9,9.7,14.4,10,89.8,11.9,7.6,26.6,97.2,2.2,0,0,0.6,141.412,1.535
Emmett,ID,1,15466,13.6,8.7,41.2,18.4,82.9,17.1,9.6,60.2,89.6,7.4,0,0.3,2.7,234.366,3.424
Emmett,MI,1,2618,6.4,3.3,30.6,15.8,131.9,81.6,-13.3,28.8,94,3.9,1.1,0.3,0.7,35.335,0.022
Emmitsburg,MD,1,6483,11.5,6.5,24.6,13.2,82.2,7.1,0.9,47.7,93.8,1.3,2.4,0.9,1.6,31.995,0.205
Emmonak,AK,1,835,16.1,11.3,46.7,25.8,61.7,14.9,0,84.7,4.2,0.3,0,0.2,95.3,6.345,1.483
Emmons,MN,1,712,5.2,9.3,23.5,11.5,83.5,0,0,46.6,90.5,7.7,0,0,1.8,45.361,1.248
Emory,TX,1,6429,14.2,8.8,33.5,8.2,90,17.4,3.8,46.6,86.5,8.4,3.4,0,1.7,114.966,10.966
Empire,AL,1,3900,26.8,12,52.5,24.7,83.3,-51,-43.5,98.3,97.8,0,1.7,0,0.5,39.148,0.37
Empire,CA,1,1591,32.3,3.9,52.9,66.9,40.8,-17,-11.1,96.1,51.3,44.1,3.4,0.5,0.7,0.623,0
Empire,MI,1,1387,2.6,7.7,25.6,8.3,135.8,45.5,13.3,7.8,98.5,0,0.1,0.5,0.9,45.189,7.097
Emporia,KS,1,28417,12.9,12.6,21.2,23.4,72.6,1.2,-0.9,73.8,16.1,19.5,0.2,3.8,60.4,293.426,3.278
Emporia,VA,1,15798,26.2,11.7,61.3,29.4,46.8,-5.6,-1,97.1,38.4,1.8,58.9,0.1,0.8,281.007,1.494
Emporium,PA,1,4372,9.5,9.2,28,13.4,74.3,3,-7.1,66.8,99,0.3,0.3,0,0.4,204.138,0.593
Encampment,WY,1,828,4.9,10.7,12.8,17.4,94.7,13.8,13.8,25.7,99.1,0,0,0,0.9,668.253,0.859
Encinal,TX,1,1484,48.5,30.5,60.8,10.4,57.2,341.3,26.7,71,10.8,89.1,0.1,0,0,966.991,1.869
Encinitas,CA,1,49566,5.8,3.6,26.1,8.6,153,10,10,10.5,79.3,14.9,0.5,2.9,2.4,16.875,0.753
Endeavor,WI,1,1259,13.1,7.5,21,5.7,97.7,1.8,30.8,25.8,89.2,7.9,0.3,1.8,0.8,40.302,0.487
Enderlin,ND,1,1424,9,12.6,21.8,10.2,96,2.2,2.2,44.7,96.4,0.3,0.6,0.3,2.4,182.639,1.23
Endicott,NY,1,44690,6.5,9.3,25.2,13,88.7,-3.4,-3.8,55.7,93.9,1.2,1.9,1.3,1.7,49.181,0.451
Energy,IL,1,1329,8.2,6.3,25.8,17.1,85.8,41.1,35.7,26.1,3.5,0,0.6,1.9,94,1.437,0.058
Enfield,CT,1,44587,10.4,6.7,29.3,8.3,95.8,-0.4,-0.4,47.8,88.4,3.4,5.1,1,2.1,33.317,0.944
Enfield,IL,1,1080,13.3,11,35.1,16.1,66.2,-31.1,-10.5,90.8,0.5,0,0,9.7,89.8,72.938,0.051
Enfield,NC,1,7778,29.9,11.2,44.6,32.9,65,-16.1,-10.9,98.5,15,0.9,80.9,0.3,2.9,188.879,0.756
Enfield,NH,1,4593,6.2,1.6,18.9,2.8,117.7,6.3,-8.2,14.7,96.7,1,0,0.7,1.6,42.992,2.583
Engadine,MI,1,906,14.3,7.3,34.7,16.8,78.8,36.4,-9.1,65.7,85.4,0.6,0,0,14,102.809,1.951
England,AR,1,4917,18.6,3,35.4,24.4,90,7,-12.9,71.8,0,1.5,0,14.6,83.9,234.107,10.939
Englewood Cliffs,NJ,1,5442,7.8,9,35.5,3.5,195.5,30.3,4.1,20.5,63.4,4.9,0.9,29,1.8,2.126,1.241
Englewood,NJ,1,27919,11.2,8.2,21.4,11.6,104.1,6.7,-0.3,40.4,31.6,21.6,37.3,5.2,4.3,4.908,0.023
Englewood,OH,1,21166,6.2,6.8,24.3,8.9,108.4,10.6,0.6,25.6,93.5,1.2,3,0.7,1.6,19.91,0.124
Englewood,TN,1,5828,25.7,9.5,40.4,20,72,21.6,8.8,72.3,97,0.8,0.5,0,1.7,57.916,0
English,IN,1,3345,21.1,6.1,41.9,21.2,63.2,22.9,8.3,67.1,98.8,0.1,0,0,1.1,142.003,1.944
Englishtown,NJ,1,43825,6.2,5.4,25.9,3.7,145,19.8,1.8,11.3,88.7,3.5,1.8,4.7,1.3,32.415,0.254
Enid,MS,1,988,38.6,13.8,49.2,38.2,70.5,16.7,16.7,84,70.8,6.5,22.8,0,-0.1,61.55,0.074
Enigma,GA,1,2722,24.9,15.3,43.7,32.9,59.6,-19.9,-15,99.3,83.4,9.3,6.2,0,1.1,58.852,1.792
Ennice,NC,1,1645,23.2,12.3,40.3,17.5,96.4,62.5,-5.6,73.5,89.9,7,0.7,0,2.4,28.299,0.178
Ennis,MT,1,2127,5.4,6.9,27.2,7.2,106.1,10.3,2.7,24.7,96.2,2.1,0,0.1,1.6,538.494,1.721
Ennis,TX,1,26853,25.2,6.9,28.2,22.9,82.7,22.6,9.7,56.2,52.6,35.2,10.2,0.4,1.6,264.888,9.169
Enola,AR,1,922,18.9,11.3,31.7,11.6,124.7,0,0,61.8,96.6,0.8,0,0,2.6,31.456,0
Enola,PA,1,17314,8.4,4.2,19.3,7.4,121.5,27.2,10.1,6.5,95.2,1.4,0.9,0.9,1.6,15.094,0.062
Enon Valley,PA,1,2088,11.6,9.8,31.6,7.2,85,-20.5,-7.4,71,98.5,0.4,0,0,1.1,33.101,0.148
Enon,OH,1,5306,8.7,1.2,26.9,7.4,111.5,-28,-1.6,36.5,96,1.3,1.2,0.2,1.3,6.33,0
Enoree,SC,1,5780,23.6,10.9,55.7,12.7,80,61.1,10,62.9,77.6,0.6,20.3,0.1,1.4,89.032,0.792
Enosburg Falls,VT,1,5101,12.9,6.4,25.4,11.6,98,-7.9,4,47.5,94.7,0.8,0.5,0.3,3.7,118.871,1.107
Enterprise,AL,1,36380,10.8,15.2,33.5,16.2,124.4,17.5,1.5,52.8,71.6,4.2,20.4,1.3,2.5,120.183,0.088
Enterprise,KS,1,1174,8.5,5.2,29.4,12.4,85.3,-17.4,-14.3,63.9,11.2,5.3,0,1.7,81.8,38.816,0.395
Enterprise,MS,1,2504,7.9,14.1,27,12.2,130.3,15.3,0,39.5,74.2,0.6,24.9,0,0.3,132.229,0.444
Enterprise,OR,1,3000,6.5,7.8,31.5,10.4,90.7,21,3,35.6,98.6,0.3,0,0,1.1,736.19,0.035
Enterprise,UT,1,1779,5,13.4,30.9,9.8,88.5,16.8,2.9,42.5,88.1,6.6,0,0,5.3,167.994,0.699
Enterprise,WV,1,624,11.7,12.1,19.2,9,119.8,-42,-40,60,93.9,0,0,4.1,2,1.32,0
Entiat,WA,1,2118,12.7,11.2,30.9,13.1,83.2,-22.9,-6.2,80.4,75.3,20,0,1.1,3.6,437.007,2.155
Enumclaw,WA,1,21567,11.6,3.3,25.3,11.6,102.9,2.6,5,32.5,91.1,4,0.6,0.8,3.5,405.709,2.779
Enville,TN,1,1411,26.2,17.2,40.9,3.8,67,137.5,0,67,95.1,0.3,3.4,0,1.2,53.794,0
Eolia,MO,1,1592,13.6,11.9,35.7,19.4,93.1,-10.5,-10.5,86,98.3,0.3,0.3,0.4,0.7,78.524,0.251
Ephraim,UT,1,6808,11.4,9.4,30.5,30.4,65.1,23.1,7.5,62.4,86.2,9.4,0.2,1.7,2.5,33.306,0.045
Ephrata,PA,1,33200,18.8,2,19.3,10.3,104.3,9.4,2.5,27.7,95.4,2.1,0.2,1.2,1.1,43.696,0.46
Ephrata,WA,1,11177,17.3,4.8,28.5,14.3,91.3,3.6,-1.2,57,84.4,12.4,0.2,0.6,2.4,298.289,0.482
Epping,NH,1,6636,8.7,6.9,18.3,5.8,117,30.2,27.7,6.3,96.5,0.4,0.2,0.2,2.7,25.967,0.185
Epps,LA,1,2198,31.5,12.5,71.3,28.7,56.2,-27.3,-27.3,99.7,58.5,10,29.7,0,1.8,64.79,0.067
Epsom,NH,1,4666,8.9,3.5,15.9,3.9,105.3,25.6,0,9.7,99,0.1,0.1,0,0.8,34.386,0.204
Epworth,GA,1,1520,16.8,5.4,29,10.6,107.9,57.1,0,33.9,100,0,0,0,0,70.353,0
Epworth,IA,1,2611,3.2,1.1,15.1,8.9,120.3,-1.9,2.6,12,95.6,0.6,0,2.7,1.1,47.848,0
Equality,AL,1,785,11.7,1.6,27.4,9,124.2,32.2,37.5,9.8,92.8,0,7.2,0,0,73.692,3.812
Equality,IL,1,838,8.5,13,20.3,10.6,71.9,11.1,11.1,39.9,98.6,0,0.1,0,1.3,76.829,1.027
Equinunk,PA,1,1000,10.7,5.9,36.6,12.1,81,-14,-4.3,70.4,99.3,0.7,0,0,0,58.483,1.487
Erath,LA,1,6931,21.9,7.7,31.9,15.5,106.8,33.1,14.9,41.6,13.7,1.7,0.5,14.7,69.4,78.551,1.782
Erhard,MN,1,1241,10.8,3.7,19.4,8.8,81.8,-9.3,-5.3,45.3,95,0.4,0.5,0,4.1,61.837,6.054
Erick,OK,1,1656,19.8,23.1,38.5,22.9,82.1,13.9,16.2,75.8,90.8,2.5,0,0.2,6.5,286.666,0.162
Erie,CO,1,22817,3.1,1.8,17.2,2.5,183.1,50.8,16.6,0.1,85.1,10.3,0.3,2.6,1.7,39.942,0.202
Erie,IL,1,2664,3.2,6.3,21.7,10.3,106.9,8.7,-15.1,30.5,0.2,0.3,0.3,2,97.2,85.686,1.649
Erie,KS,1,1995,4.7,16.7,28.6,13.1,88.2,-11.8,-16,72.6,28.5,1.8,0.6,1.3,67.8,141.219,0.996
Erie,MI,1,5753,12.9,6.2,32.2,9.2,102.6,13.9,-17.6,50.4,93,3.9,0.5,0.8,1.8,26.853,6.042
Erieville,NY,1,1110,7.4,2.7,31.1,15.5,101,-2.6,-26.7,53.7,99.5,0,0.5,0,0,25.988,0.976
Erin,NY,1,2064,8,2.8,24.8,8.8,92.9,-48.9,-14.3,48.9,97.2,1,0,0.5,1.3,36.034,0.204
Erin,TN,1,4962,21.1,12.8,34.9,20.8,88.6,-5.6,0,86.1,93,0.8,3.7,0,2.5,96.229,0.005
Erlanger,KY,1,27784,10.2,8.5,21.6,13.8,118.3,-8.2,3.2,42.7,93.1,1.4,3.6,0.2,1.7,11.413,0.163
Ermine,KY,1,886,32.6,12.3,47.8,60.8,53.9,-63.8,-28.6,99.8,96.6,3.4,0,0,0,6.416,0.014
Ernul,NC,1,1288,5.6,2.9,27.6,0.9,110.6,19,0,12.6,91.6,1.7,6,0,0.7,55.648,0.176
Eros,LA,1,3339,17.2,6.3,36.6,15.7,124.6,23.7,6.2,41.8,17.4,1.6,0.9,22.4,57.7,109.434,0.053
Erskine,MN,1,1285,13.3,3.6,28,14.3,77.2,-14.3,-3.2,65.1,94,4.5,0.8,0,0.7,83.953,6.187
Erving,MA,1,1559,5.9,7.3,22.3,9.9,84.8,53.8,53.8,14.5,93.3,4.7,0.1,0.2,1.7,13.611,0.532
Erwin,NC,1,7049,19.1,14.2,34.8,18.6,80.2,-4.7,-12.9,91.7,69.5,5.3,21.9,0.5,2.8,35.856,0.607
Erwin,TN,1,12194,22,9.7,43.6,24.9,68,-4.3,-2.4,92.9,96.6,2.3,0,0,1.1,99.038,0.506
Escalante,UT,1,801,13.5,18.9,38.7,20.6,58,6.8,42.1,76.3,86.4,10.1,3.6,0,0,375.244,0.204
Escalon,CA,1,13018,15.2,9.1,32.9,13.9,89.1,23.3,11.3,47.8,71.4,24,0.3,0.7,3.6,88.626,0.547
Escanaba,MI,1,17508,9.3,9.9,32.9,24.1,67.5,2.9,-3.4,79,95.7,0.5,0,0,3.8,65.146,5.703
Esko,MN,1,4729,1.4,3.8,19.3,2.4,121.4,-10.1,4.7,10.8,97.4,0.6,0,0.4,1.6,35.836,0.647
Eskridge,KS,1,985,7.5,14.4,26.4,4.3,97.3,-5.3,-7.1,54.4,24.9,2.1,0.1,2.2,70.7,159.742,0.481
Esmont,VA,1,1754,27,8.7,29.4,17.8,66.3,606.9,100,52.4,63.2,0,34.6,1.3,0.9,45.674,0.398
Espanola,NM,1,18170,19.5,13.7,37.2,25.5,75.6,8.8,0,85.7,14.6,75.6,0.7,0,9.1,113.944,0.343
Esparto,CA,1,3618,21.6,12.9,26.8,11.2,97,44.4,16,41.6,54.4,37.9,1,3.4,3.3,51.419,0.311
Esperance,NY,1,2094,5.6,12.1,24.8,6.6,99,13.3,13.3,24,85.3,9.9,1.1,0,3.7,33.678,0.975
Essex Fells,NJ,1,2135,0.4,3.9,23.2,1.6,238.3,29.7,-4.9,5.3,94.8,1.3,1.2,1.5,1.2,1.397,0.006
Essex Junction,VT,1,20591,3.8,2.1,16.7,6.4,134.9,-7.4,5.6,9.4,95.4,0.8,0.3,1.9,1.6,41.529,0.477
Essex,CT,1,3116,3.3,10.5,22.2,5,152.9,-6,-3.4,30.1,94.8,3.7,0.3,0.4,0.8,5.717,1.358
Essex,IA,1,1415,7,7.9,23.3,6.1,103.3,4.3,12,22,95.7,3.1,0.1,0.1,1,85.062,0.177
Essex,IL,1,1176,11.3,12,42.1,6.3,108.3,26,60,32.9,96.5,3.1,0,0,0.4,18.93,0.38
Essex,MA,1,3608,2.9,6.5,16.4,6.5,134.8,19.3,4.2,6.1,0,0,0,0,0,13.964,2.077
Essex,MD,1,40912,15.8,8.8,28.3,13.3,66.6,7.8,2.5,63.9,75.2,1.5,19.3,1.8,2.2,14.766,6.29
Essex,MO,1,1670,18.1,15.5,38.6,18.3,79.8,42.1,-22.2,83.3,0,0.4,0,3.4,96.2,110.024,0.637
Essex,NY,1,543,8.5,13,36.3,12,101.5,-27.3,18.2,57.8,92.7,0.3,0.4,5.2,1.4,30.81,0.095
Essexville,MI,1,11064,9.2,9,28.3,13.7,98.5,0,-1.1,55.6,93.9,2.3,1.1,0.7,2,24.585,6.399
Essington,PA,1,3984,8.8,8.1,28.4,11.9,88.9,23.1,-1.9,44,97,0.1,1,0.1,1.8,2.253,0.177
Estacada,OR,1,10457,10.3,7.4,32.2,15.2,117.6,20.7,-2,44.1,89.1,6.6,0,0.7,3.6,127.499,0.905
Estancia,NM,1,3505,30.2,13.9,59.3,29,77.5,5.5,4.9,90.2,48.6,44,3.7,0.2,3.5,762.023,0.623
Estell Manor,NJ,1,1251,7.1,7.8,24.4,4.3,117,-24,-24,44.6,95.3,2.1,0,0.2,2.4,14.113,0.025
Estelline,SD,1,1430,10.2,2.2,14.9,13.4,112.3,1,-8,32.6,90.8,6.6,1.3,0,1.3,101.058,4.36
Estero,FL,1,22635,5.1,6.4,33.7,6.5,134.4,12,12.8,16.8,95.4,2.6,0.2,0.7,1.1,71.747,5.38
Estes Park,CO,1,9181,2.5,10.5,28.2,11.3,89.6,6.1,-2.1,46.5,95.3,3.8,0.2,0,0.7,296.24,1.413
Estherville,IA,1,7273,11.2,9.7,19.3,14.4,89.6,-10.8,-5.4,62.1,93.6,5.5,0.2,0.1,0.6,187.393,2.476
Estherwood,LA,1,1083,24.7,11.6,27.3,14.6,102.8,152.6,0,52.6,4.9,0,1.3,5.2,88.6,9.601,0.13
Estill Springs,TN,1,7745,13.3,6.3,36.5,13.9,100.1,20.5,8.9,41,96.3,0.5,1.5,0.6,1.1,36,6.112
Estill,SC,1,5060,27.2,16.6,58.1,22.1,70.2,14.1,-3.8,92.6,25.9,5.6,68,0,0.5,90.782,0.565
Ethan,SD,1,829,9,2.3,8.8,5.5,111.7,6.8,17.6,6.4,99.7,0.3,0,0,0,106.866,0.057
Ethel,LA,1,3841,9.3,3.5,38.8,19.4,111.4,20.7,-10,48.2,5.6,0.1,2.7,10.9,80.7,68.764,0.237
Ethel,MS,1,1544,22.3,10.3,45,14.6,110.5,-5.6,42.9,64.5,71.3,0.1,27.8,0.1,0.7,104.814,0.039
Ethelsville,AL,1,1875,17.8,15.5,40.1,15.7,88.5,18.5,9.1,66.4,65.6,0,33.2,0,1.2,124.036,0.23
Ethridge,TN,1,5469,27.9,11.2,42.5,43.5,73.1,-3.9,-12.5,97.1,98.9,0.6,0,0,0.5,72.569,0
Etna Green,IN,1,2405,24.3,9.7,30.3,11.1,121.9,91.3,11.5,36.1,95.9,3.9,0.1,0,0.1,34.096,0.521
Etna,CA,1,2464,12.9,2.7,41.5,14.9,70,1.5,-5.1,70.2,91.1,1.4,0,1.3,6.2,476.295,1.711
Etna,ME,1,1309,11.4,7.3,34.9,16.2,98.8,-17.6,-17.6,75.9,94.1,1.4,3.7,0.2,0.6,24.808,0.16
Etna,NH,1,1187,5.7,2.9,17.8,4.4,218.5,17.2,-11.1,8.3,96.6,0,0,2.5,0.9,12.533,0.131
Etna,WY,1,1582,2.6,0,10.2,0,157.8,34.5,34.5,0,94.3,0,0,5.7,0,19.752,0.028
Etoile,TX,1,1518,17.9,9.6,40.7,24.2,81.1,18.6,30,64.1,95.8,1.6,0,0,2.6,39.808,20.875
Etowah,NC,1,3182,7,7,32.6,3.6,89.2,15.8,8.3,26.4,91.2,5.2,0.3,0,3.3,4.377,0.054
Etowah,TN,1,7868,17.3,13.1,39.2,22.7,79.3,42.3,9.1,68.2,91.3,1.5,5.5,0.1,1.6,41.546,0.021
Etta,MS,1,982,28.9,24.1,32.5,16,100.1,189.6,-15.4,75.5,94,3.8,0,0,2.2,44.622,0.043
Etters,PA,1,11352,6.1,5.9,21.2,8.6,122.3,62.4,0,12,97.1,1.3,0.8,0.2,0.6,17.339,0.003
Ettrick,WI,1,1847,9.2,5.5,16.1,7,105.6,-24.3,-9.5,39,98.6,0.4,0,0.1,0.9,81.715,0.468
Eubank,KY,1,6216,25.5,7.4,43.2,31.1,67.5,-15.9,27.3,84.7,98,0.5,0.1,0.1,1.3,91.476,0.405
Eucha,OK,1,2842,16.8,18.9,46.3,33.6,65.6,-53.1,-21.4,99.3,56.5,1.7,1.1,0,40.7,74.712,5.409
Eudora,AR,1,3231,24.6,12.2,47.2,36.3,53.1,-7.3,-12.5,98.7,2.8,2.6,0.1,6.9,87.6,196.009,10.33
